tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_anchor,m_internal,m_anchor_i,m_internal_i,m_tgt1,m_day
A2_k2_spike_nearest,1,2024-07-01 13:30:00+00:00,2024-07-01 13:30:00+00:00,21892.75,21843.0,2024-07-01 13:46:00+00:00,stop,-49.75,-50.5,49.75,-1.015075376884422,-1.0,0.7135678391959799,-1.236180904522613,-101.0,21843.5,21893.0,110,159,21935.25,2024-07-01
A2_k2_spike_nearest,-1,2024-07-01 14:50:00+00:00,2024-07-01 15:28:00+00:00,21893.0,21963.25,2024-07-01 16:00:00+00:00,time,-25.75,-26.5,70.25,-0.37722419928825623,-0.3665480427046263,0.4092526690391459,-0.3665480427046263,-53.0,21962.75,21892.75,76,175,21754.0,2024-07-01
A2_k2_spike_nearest,-1,2024-07-02 13:30:00+00:00,2024-07-02 13:31:00+00:00,21947.75,22017.0,2024-07-02 13:42:00+00:00,stop,-69.25,-70.0,69.25,-1.0108303249097472,-1.0,0.3285198555956679,-1.108303249097473,-140.0,22016.5,21947.5,239,353,21874.75,2024-07-02
A2_k2_spike_nearest,-1,2024-07-02 14:20:00+00:00,2024-07-02 14:35:00+00:00,22032.75,22039.5,2024-07-02 14:40:00+00:00,stop,-6.75,-7.5,6.75,-1.1111111111111112,-1.0,2.074074074074074,-2.5925925925925926,-15.0,22039.0,22032.5,441,445,21874.75,2024-07-02
A2_k2_spike_nearest,-1,2024-07-03 13:30:00+00:00,2024-07-03 13:30:00+00:00,22185.25,22221.25,2024-07-03 13:52:00+00:00,stop,-36.0,-36.75,36.0,-1.0208333333333333,-1.0,0.7430555555555556,-1.0208333333333333,-73.5,22220.75,22185.0,669,702,22147.5,2024-07-03
A2_k2_spike_nearest,-1,2024-07-03 14:30:00+00:00,2024-07-03 14:43:00+00:00,22236.0,22239.5,2024-07-03 14:43:00+00:00,stop,-3.5,-4.25,3.5,-1.2142857142857142,-1.0,1.2857142857142858,-2.7857142857142856,-8.5,22239.0,22235.75,720,723,22177.75,2024-07-03
A2_k2_spike_nearest,1,2024-07-04 13:30:00+00:00,2024-07-04 13:31:00+00:00,22344.0,22147.0,2024-07-04 16:00:00+00:00,time,-15.5,-16.25,197.0,-0.08248730964467005,-0.07868020304568528,0.006345177664974619,-0.16243654822335024,-32.5,22147.5,22344.25,704,927,22352.5,2024-07-04
A2_k2_spike_nearest,1,2024-07-08 13:30:00+00:00,2024-07-08 13:30:00+00:00,22567.75,22303.0,2024-07-08 13:32:00+00:00,target,16.75,16.25,264.75,0.061378659112370164,0.06326723323890462,0.07459867799811143,-0.03871576959395656,32.5,22303.5,22568.0,987,1443,22584.5,2024-07-08
A2_k2_spike_nearest,1,2024-07-08 13:30:00+00:00,2024-07-08 13:35:00+00:00,22548.0,22303.0,2024-07-08 13:50:00+00:00,target,36.5,36.0,245.0,0.1469387755102041,0.1489795918367347,0.17857142857142858,-0.019387755102040816,72.0,22303.5,22548.25,987,1419,22584.5,2024-07-08
A2_k2_spike_nearest,1,2024-07-08 13:30:00+00:00,2024-07-08 14:01:00+00:00,22541.25,22303.0,2024-07-08 15:20:00+00:00,target,43.25,42.75,238.25,0.1794333683105981,0.18153200419727178,0.20461699895068206,-0.04512067156348373,85.5,22303.5,22541.5,987,1386,22584.5,2024-07-08
A2_k2_spike_nearest,-1,2024-07-09 13:30:00+00:00,2024-07-09 13:30:00+00:00,22674.5,22688.5,2024-07-09 13:32:00+00:00,stop,-14.0,-14.75,14.0,-1.0535714285714286,-1.0,0.7857142857142857,-1.0892857142857142,-29.5,22688.0,22674.25,1696,1708,22658.75,2024-07-09
A2_k2_spike_nearest,1,2024-07-09 13:30:00+00:00,2024-07-09 14:06:00+00:00,22658.5,22521.25,2024-07-09 14:07:00+00:00,target,15.75,15.25,137.25,0.1111111111111111,0.11475409836065574,0.1366120218579235,-0.023679417122040074,30.5,22521.75,22658.75,1300,1721,22674.25,2024-07-09
A2_k2_spike_nearest,-1,2024-07-09 14:10:00+00:00,2024-07-09 14:12:00+00:00,22704.75,22707.5,2024-07-09 14:12:00+00:00,stop,-2.75,-3.5,2.75,-1.2727272727272727,-1.0,4.2727272727272725,-3.4545454545454546,-7.0,22707.0,22704.5,1726,1730,22646.0,2024-07-09
A2_k2_spike_nearest,1,2024-07-09 14:25:00+00:00,2024-07-09 14:25:00+00:00,22655.0,22521.25,2024-07-09 16:00:00+00:00,time,-7.25,-8.0,133.75,-0.059813084112149535,-0.05420560747663551,0.22242990654205608,-0.3177570093457944,-16.0,22521.75,22655.25,1300,1732,22714.25,2024-07-09
A2_k2_spike_nearest,-1,2024-07-10 13:30:00+00:00,2024-07-10 13:30:00+00:00,22707.25,22714.75,2024-07-10 13:32:00+00:00,target,13.75,13.25,7.5,1.7666666666666666,1.8333333333333333,3.2333333333333334,-0.4666666666666667,26.5,22714.25,22707.0,1733,1997,22693.5,2024-07-10
A2_k2_spike_nearest,1,2024-07-10 13:30:00+00:00,2024-07-10 13:35:00+00:00,22672.75,22558.0,2024-07-10 13:49:00+00:00,target,34.25,33.75,114.75,0.29411764705882354,0.2984749455337691,0.41830065359477125,-0.07625272331154684,67.5,22558.5,22673.0,1772,1971,22707.0,2024-07-10
A2_k2_spike_nearest,1,2024-07-10 14:35:00+00:00,2024-07-10 14:35:00+00:00,22691.25,22558.0,2024-07-10 16:00:00+00:00,time,18.5,17.75,133.25,0.13320825515947468,0.13883677298311445,0.1669793621013133,-0.3433395872420263,35.5,22558.5,22691.5,1772,2011,22738.25,2024-07-10
A2_k2_spike_nearest,1,2024-07-11 13:30:00+00:00,2024-07-11 13:31:00+00:00,22815.5,22636.75,2024-07-11 14:18:00+00:00,stop,-178.75,-179.5,178.75,-1.0041958041958041,-1.0,0.13706293706293707,-1.0503496503496503,-359.0,22637.25,22815.75,1837,2271,22926.0,2024-07-11
A2_k2_spike_nearest,-1,2024-07-12 13:30:00+00:00,2024-07-12 13:31:00+00:00,22410.25,22926.5,2024-07-12 16:00:00+00:00,time,-127.75,-128.5,516.25,-0.24891041162227603,-0.24745762711864408,0.08232445520581114,-0.39079903147699757,-257.0,22926.0,22410.0,2265,2545,22274.75,2024-07-12
A2_k2_spike_nearest,-1,2024-07-15 13:30:00+00:00,2024-07-15 13:33:00+00:00,22580.25,22684.0,2024-07-15 13:44:00+00:00,target,39.0,38.5,103.75,0.3710843373493976,0.3759036144578313,0.4072289156626506,-0.2674698795180723,77.0,22683.5,22580.0,2606,2814,22541.25,2024-07-15
A2_k2_spike_nearest,1,2024-07-15 13:30:00+00:00,2024-07-15 13:45:00+00:00,22532.0,22274.25,2024-07-15 13:48:00+00:00,target,45.5,45.0,257.75,0.17458777885548013,0.17652764306498545,0.19107662463627545,-0.031037827352085354,90.0,22274.75,22532.25,2541,2731,22577.5,2024-07-15
A2_k2_spike_nearest,-1,2024-07-15 13:55:00+00:00,2024-07-15 14:04:00+00:00,22608.25,22684.0,2024-07-15 15:00:00+00:00,stop,-75.75,-76.5,75.75,-1.00990099009901,-1.0,0.24422442244224424,-1.066006600660066,-153.0,22683.5,22608.0,2606,2831,22515.75,2024-07-15
A2_k2_spike_nearest,-1,2024-07-16 13:30:00+00:00,2024-07-16 13:30:00+00:00,22596.0,22596.5,2024-07-16 13:30:00+00:00,stop,-0.5,-1.25,0.5,-2.5,-1.0,39.5,-6.0,-2.5,22596.0,22595.75,2993,3095,22562.75,2024-07-16
A2_k2_spike_nearest,1,2024-07-16 13:30:00+00:00,2024-07-16 13:48:00+00:00,22562.5,22448.25,2024-07-16 14:07:00+00:00,stop,-114.25,-115.0,114.25,-1.0065645514223194,-1.0,0.13785557986870897,-1.0350109409190371,-230.0,22448.75,22562.75,2647,3097,22587.0,2024-07-16
A2_k2_spike_nearest,-1,2024-07-16 14:35:00+00:00,2024-07-16 14:39:00+00:00,22497.5,22627.0,2024-07-16 16:00:00+00:00,time,4.25,3.5,129.5,0.02702702702702703,0.032818532818532815,0.2528957528957529,-0.41312741312741313,7.0,22626.5,22497.25,3106,3115,22428.0,2024-07-16
A2_k2_spike_nearest,1,2024-07-17 14:40:00+00:00,2024-07-17 14:52:00+00:00,22053.25,22040.0,2024-07-17 15:05:00+00:00,stop,-13.25,-14.0,13.25,-1.0566037735849056,-1.0,1.490566037735849,-1.2830188679245282,-28.0,22040.5,22053.5,3389,3392,22191.75,2024-07-17
