tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_anchor,m_internal,m_anchor_i,m_internal_i,m_tgt1,m_day,m_confirm_bar
A4_k1_close_nearest,1,2025-01-13 14:40:00+00:00,2025-01-13 14:39:00+00:00,22158.75,22125.75,2025-01-13 14:54:00+00:00,target,73.75,73.0,33.0,2.212121212121212,2.234848484848485,3.0303030303030303,-0.7424242424242424,146.0,22126.25,22140.75,37818,37828,22232.25,2025-01-13,37882
A4_k1_close_nearest,-1,2025-01-13 15:10:00+00:00,2025-01-13 15:09:00+00:00,22233.25,22805.75,2025-01-13 15:26:00+00:00,target,75.5,74.75,572.5,0.13056768558951964,0.13187772925764193,0.13842794759825328,-0.02445414847161572,149.5,22805.25,22280.25,37565,37810,22158.0,2025-01-13,37888
A4_k1_close_nearest,-1,2025-01-13 15:45:00+00:00,2025-01-13 15:44:00+00:00,22287.75,22805.75,2025-01-13 17:00:00+00:00,time,117.75,116.75,518.0,0.22538610038610038,0.2273166023166023,0.2504826254826255,-0.04826254826254826,233.5,22805.25,22288.5,37565,37888,22134.25,2025-01-13,37895
A4_k1_close_nearest,1,2025-01-14 14:35:00+00:00,2025-01-14 14:34:00+00:00,22505.0,22125.75,2025-01-14 14:38:00+00:00,target,47.25,46.5,379.25,0.12261041529334213,0.12458800263678313,0.12524719841793014,-0.014502307185234015,93.0,22126.25,22457.25,37818,38151,22552.0,2025-01-14,38157
A4_k1_close_nearest,-1,2025-01-14 14:40:00+00:00,2025-01-14 14:39:00+00:00,22545.0,22577.0,2025-01-14 14:53:00+00:00,target,84.25,83.5,32.0,2.609375,2.6328125,3.328125,-0.53125,167.0,22576.5,22552.0,38088,38149,22461.0,2025-01-14,38158
A4_k1_close_nearest,1,2025-01-14 15:55:00+00:00,2025-01-14 15:54:00+00:00,22419.0,22125.75,2025-01-14 17:00:00+00:00,time,-163.5,-164.5,293.25,-0.5609548167092924,-0.5575447570332481,0.0034100596760443308,-0.6035805626598465,-329.0,22126.25,22376.75,37818,38144,22552.0,2025-01-14,38173
A4_k1_close_nearest,1,2025-01-15 14:35:00+00:00,2025-01-15 14:34:00+00:00,22697.5,22205.5,2025-01-15 14:44:00+00:00,target,41.5,40.75,492.0,0.08282520325203252,0.08434959349593496,0.08689024390243902,-0.15904471544715448,81.5,22206.0,22676.75,38224,38431,22738.75,2025-01-15,38433
A4_k1_close_nearest,1,2025-01-15 15:40:00+00:00,2025-01-15 15:39:00+00:00,22815.0,22205.5,2025-01-15 17:00:00+00:00,time,-108.75,-109.75,609.5,-0.1800656275635767,-0.17842493847415913,0.015586546349466776,-0.22313371616078753,-219.5,22206.0,22789.5,38224,38442,22841.25,2025-01-15,38446
A4_k1_close_nearest,1,2025-01-16 14:45:00+00:00,2025-01-16 14:44:00+00:00,22851.0,22341.0,2025-01-16 17:00:00+00:00,time,-18.0,-19.0,510.0,-0.03725490196078431,-0.03529411764705882,0.11029411764705882,-0.1980392156862745,-38.0,22341.5,22838.5,38355,38709,22932.75,2025-01-16,38711
A4_k1_close_nearest,1,2025-01-17 15:00:00+00:00,2025-01-17 14:59:00+00:00,22939.0,22604.0,2025-01-17 17:00:00+00:00,time,77.5,76.5,335.0,0.22835820895522388,0.23134328358208955,0.3917910447761194,-0.07537313432835821,153.0,22604.5,22925.0,38791,38987,23112.75,2025-01-17,38990
A4_k1_close_nearest,1,2025-01-20 15:15:00+00:00,2025-01-20 15:14:00+00:00,23154.25,22654.75,2025-01-20 17:00:00+00:00,time,-24.5,-25.5,499.5,-0.05105105105105105,-0.04904904904904905,0.018518518518518517,-0.16116116116116116,-51.0,22655.25,23147.75,38809,39267,23212.75,2025-01-20,39269
A4_k1_close_nearest,1,2025-01-21 14:30:00+00:00,2025-01-21 14:29:00+00:00,23144.0,22993.25,2025-01-21 15:12:00+00:00,stop,-150.5,-151.5,150.75,-1.0049751243781095,-0.9983416252072969,0.04809286898839138,-1.144278606965174,-303.0,22993.75,23129.0,39345,39479,23160.25,2025-01-21,39488
A4_k1_close_nearest,-1,2025-01-21 15:45:00+00:00,2025-01-21 15:44:00+00:00,23068.5,23171.0,2025-01-21 17:00:00+00:00,time,-39.0,-40.0,102.5,-0.3902439024390244,-0.3804878048780488,0.4926829268292683,-0.44878048780487806,-80.0,23170.5,23076.75,39483,39501,22958.25,2025-01-21,39503
A4_k1_close_nearest,-1,2025-01-23 14:30:00+00:00,2025-01-23 14:29:00+00:00,23321.0,23477.75,2025-01-23 14:30:00+00:00,target,12.5,11.75,156.75,0.07496012759170653,0.07974481658692185,0.13237639553429026,-0.01594896331738437,23.5,23477.25,23326.25,39823,40038,23308.75,2025-01-23,40040
A4_k1_close_nearest,1,2025-01-23 14:35:00+00:00,2025-01-23 14:34:00+00:00,23330.75,23236.5,2025-01-23 14:35:00+00:00,target,-4.25,-1.25,94.25,-0.013262599469496022,-0.04509283819628647,0.09549071618037135,-0.050397877984084884,-2.5,23237.0,23303.25,39594,39981,23326.25,2025-01-23,40041
A4_k1_close_nearest,-1,2025-01-23 15:50:00+00:00,2025-01-23 15:49:00+00:00,23368.5,23477.75,2025-01-23 17:00:00+00:00,time,-12.25,-13.25,109.25,-0.12128146453089245,-0.11212814645308924,0.37528604118993136,-0.35926773455377575,-26.5,23477.25,23371.0,39823,40054,23313.0,2025-01-23,40056
A4_k1_close_nearest,1,2025-01-24 14:40:00+00:00,2025-01-24 14:39:00+00:00,23455.75,23287.75,2025-01-24 14:45:00+00:00,target,36.0,35.25,168.0,0.20982142857142858,0.21428571428571427,0.26785714285714285,-0.03720238095238095,70.5,23288.25,23439.25,39978,40312,23491.5,2025-01-24,40318
A4_k1_close_nearest,1,2025-01-24 15:20:00+00:00,2025-01-24 15:19:00+00:00,23448.75,23287.75,2025-01-24 17:00:00+00:00,time,-33.0,-34.0,161.0,-0.2111801242236025,-0.20496894409937888,0.12267080745341614,-0.2857142857142857,-68.0,23288.25,23428.75,39978,40308,23491.5,2025-01-24,40326
A4_k1_close_nearest,1,2025-01-27 14:30:00+00:00,2025-01-27 14:29:00+00:00,22557.0,22465.5,2025-01-27 14:30:00+00:00,target,50.75,50.0,91.5,0.546448087431694,0.5546448087431693,0.5655737704918032,-0.17486338797814208,100.0,22466.0,22545.75,40575,40590,22607.5,2025-01-27,40592
A4_k1_close_nearest,-1,2025-01-27 14:35:00+00:00,2025-01-27 14:34:00+00:00,22670.0,23511.25,2025-01-27 17:00:00+00:00,time,27.25,26.25,841.25,0.031203566121842496,0.032392273402674594,0.06329866270430906,-0.2148588410104012,52.5,23510.75,22702.0,40321,40529,22545.75,2025-01-27,40593
A4_k1_close_nearest,-1,2025-01-28 14:35:00+00:00,2025-01-28 14:34:00+00:00,22691.75,23116.25,2025-01-28 14:35:00+00:00,target,-8.25,-0.5,424.5,-0.001177856301531213,-0.019434628975265017,0.08716136631330977,-0.0076560659599528855,-1.0,23115.75,22742.75,40417,40863,22700.25,2025-01-28,40869
A4_k1_close_nearest,1,2025-01-28 14:40:00+00:00,2025-01-28 14:39:00+00:00,22651.75,22465.5,2025-01-28 15:01:00+00:00,target,91.25,90.5,186.25,0.48590604026845635,0.4899328859060403,0.6550335570469799,-0.312751677852349,181.0,22466.0,22650.75,40575,40719,22742.75,2025-01-28,40870
A4_k1_close_nearest,-1,2025-01-28 15:05:00+00:00,2025-01-28 15:04:00+00:00,22789.25,23116.25,2025-01-28 17:00:00+00:00,time,-116.25,-117.25,327.0,-0.35856269113149847,-0.3555045871559633,0.12996941896024464,-0.40061162079510704,-234.5,23115.75,22790.25,40417,40856,22700.25,2025-01-28,40875
A4_k1_close_nearest,1,2025-01-29 14:35:00+00:00,2025-01-29 14:34:00+00:00,22970.75,22593.0,2025-01-29 17:00:00+00:00,time,-53.75,-54.75,377.75,-0.14493712772998016,-0.14228987425545997,0.07743216412971542,-0.21508934480476505,-109.5,22593.5,22969.0,40872,40971,23104.25,2025-01-29,41145
A4_k1_close_nearest,-1,2025-01-30 14:35:00+00:00,2025-01-30 14:34:00+00:00,23052.25,23142.75,2025-01-30 14:35:00+00:00,target,13.0,12.25,90.5,0.13535911602209943,0.143646408839779,0.24585635359116023,-0.055248618784530384,24.5,23142.25,23098.75,41347,41417,23039.5,2025-01-30,41421
A4_k1_close_nearest,1,2025-01-30 14:40:00+00:00,2025-01-30 14:39:00+00:00,23085.25,22800.25,2025-01-30 14:46:00+00:00,target,13.75,13.0,285.0,0.0456140350877193,0.04824561403508772,0.08421052631578947,-0.11754385964912281,26.0,22800.75,23039.5,41187,41411,23098.75,2025-01-30,41422
A4_k1_close_nearest,1,2025-01-30 15:05:00+00:00,2025-01-30 15:04:00+00:00,23029.75,22800.25,2025-01-30 17:00:00+00:00,time,13.0,12.0,229.5,0.05228758169934641,0.05664488017429194,0.12527233115468409,-0.775599128540305,24.0,22800.75,23005.75,41187,41255,23098.75,2025-01-30,41427
A4_k1_close_nearest,1,2025-02-03 14:30:00+00:00,2025-02-03 14:29:00+00:00,22648.25,22372.5,2025-02-03 14:31:00+00:00,target,16.5,15.75,275.75,0.057116953762466005,0.05983680870353581,0.06618313689936536,-0.13689936536718042,31.5,22373.0,22616.5,41787,41969,22664.5,2025-02-03,41972
A4_k1_close_nearest,-1,2025-02-03 14:35:00+00:00,2025-02-03 14:34:00+00:00,22658.75,23075.0,2025-02-03 14:53:00+00:00,target,42.5,41.75,416.25,0.1003003003003003,0.1021021021021021,0.12852852852852853,-0.2132132132132132,83.5,23074.5,22680.25,41773,41956,22616.5,2025-02-03,41973
A4_k1_close_nearest,1,2025-02-03 14:55:00+00:00,2025-02-03 14:54:00+00:00,22628.0,22372.5,2025-02-03 14:57:00+00:00,target,36.75,36.0,255.5,0.14090019569471623,0.14383561643835616,0.22211350293542073,-0.0547945205479452,72.0,22373.0,22607.25,41787,41965,22664.5,2025-02-03,41977
A4_k1_close_nearest,1,2025-02-03 15:05:00+00:00,2025-02-03 15:04:00+00:00,22601.75,22372.5,2025-02-03 15:23:00+00:00,target,63.0,62.25,229.25,0.27153762268266085,0.2748091603053435,0.40239912758996726,-0.24318429661941113,124.5,22373.0,22589.25,41787,41952,22664.5,2025-02-03,41979
A4_k1_close_nearest,-1,2025-02-03 15:25:00+00:00,2025-02-03 15:24:00+00:00,22745.75,23075.0,2025-02-03 17:00:00+00:00,time,-69.5,-70.5,329.25,-0.214123006833713,-0.21108580106302202,0.10326499620349279,-0.4768413059984814,-141.0,23074.5,22747.5,41773,41974,22610.5,2025-02-03,41983
A4_k1_close_nearest,-1,2025-02-04 14:35:00+00:00,2025-02-04 14:34:00+00:00,22884.5,23033.25,2025-02-04 15:00:00+00:00,stop,-148.5,-149.5,148.75,-1.0050420168067227,-0.9983193277310924,0.04873949579831933,-1.038655462184874,-299.0,23032.75,22895.5,42063,42238,22828.75,2025-02-04,42249
A4_k1_close_nearest,-1,2025-02-05 14:30:00+00:00,2025-02-05 14:29:00+00:00,22982.75,23057.75,2025-02-05 15:04:00+00:00,target,40.25,39.5,75.0,0.5266666666666666,0.5366666666666666,0.6533333333333333,-0.7866666666666666,79.0,23057.25,22985.25,42367,42513,22942.75,2025-02-05,42524
A4_k1_close_nearest,-1,2025-02-05 16:05:00+00:00,2025-02-05 16:04:00+00:00,23025.5,23057.75,2025-02-05 16:09:00+00:00,stop,-32.0,-33.0,32.25,-1.0232558139534884,-0.9922480620155039,0.05426356589147287,-1.2325581395348837,-66.0,23057.25,23037.5,42367,42539,22977.75,2025-02-05,42543
A4_k1_close_nearest,1,2025-02-05 16:20:00+00:00,2025-02-05 16:19:00+00:00,23009.75,22673.0,2025-02-05 16:28:00+00:00,target,28.0,27.25,336.75,0.08092056421677803,0.08314773570898293,0.08611729769858946,-0.044543429844097995,54.5,22673.5,23002.5,42139,42541,23037.5,2025-02-05,42546
A4_k1_close_nearest,1,2025-02-06 14:35:00+00:00,2025-02-06 14:34:00+00:00,23195.0,22861.25,2025-02-06 14:44:00+00:00,target,21.0,20.25,333.75,0.060674157303370786,0.06292134831460675,0.08314606741573034,-0.039700374531835204,40.5,22861.75,23175.25,42471,42791,23215.75,2025-02-06,42801
A4_k1_close_nearest,-1,2025-02-06 14:50:00+00:00,2025-02-06 14:49:00+00:00,23225.5,23266.25,2025-02-06 15:12:00+00:00,stop,-40.5,-41.5,40.75,-1.01840490797546,-0.9938650306748467,0.6871165644171779,-1.0736196319018405,-83.0,23265.75,23242.25,42694,42748,23194.0,2025-02-06,42804
A4_k1_close_nearest,-1,2025-02-07 14:30:00+00:00,2025-02-07 14:29:00+00:00,23318.25,23356.75,2025-02-07 14:31:00+00:00,stop,-38.25,-39.25,38.5,-1.0194805194805194,-0.9935064935064936,0.4155844155844156,-1.4155844155844155,-78.5,23356.25,23323.75,43065,43074,23297.0,2025-02-07,43076
A4_k1_close_nearest,1,2025-02-07 14:35:00+00:00,2025-02-07 14:34:00+00:00,23378.25,23144.0,2025-02-07 14:35:00+00:00,target,-50.75,-0.5,234.25,-0.0021344717182497333,-0.21664887940234792,0.0096051227321238,-0.08217716115261472,-1.0,23144.5,23304.75,42861,43075,23327.25,2025-02-07,43077
A4_k1_close_nearest,1,2025-02-07 15:05:00+00:00,2025-02-07 15:04:00+00:00,23186.25,23144.0,2025-02-07 15:12:00+00:00,stop,-42.0,-43.0,42.25,-1.017751479289941,-0.9940828402366864,0.9881656804733728,-1.3727810650887573,-86.0,23144.5,23167.75,42861,42867,23323.75,2025-02-07,43083
A4_k1_close_nearest,-1,2025-02-07 15:40:00+00:00,2025-02-07 15:39:00+00:00,23195.25,23401.0,2025-02-07 15:53:00+00:00,target,77.75,77.0,205.75,0.37424058323207776,0.3778857837181045,0.6099635479951397,-0.20291616038882138,154.0,23400.5,23214.25,43078,43088,23117.75,2025-02-07,43090
A4_k1_close_nearest,-1,2025-02-07 15:55:00+00:00,2025-02-07 15:54:00+00:00,23080.5,23401.0,2025-02-07 15:55:00+00:00,target,-83.75,0.0,320.5,0.0,-0.26131045241809675,0.04914196567862714,-0.24414976599063962,0.0,23400.5,23233.25,43078,43090,23164.5,2025-02-07,43093
A4_k1_close_nearest,-1,2025-02-07 16:20:00+00:00,2025-02-07 16:19:00+00:00,23148.5,23401.0,2025-02-07 16:52:00+00:00,target,100.5,99.75,252.5,0.39504950495049507,0.39801980198019804,0.4168316831683168,-0.13465346534653466,199.5,23400.5,23160.75,43078,43095,23048.25,2025-02-07,43098
A4_k1_close_nearest,1,2025-02-10 14:30:00+00:00,2025-02-10 14:29:00+00:00,23197.5,22847.25,2025-02-10 14:43:00+00:00,target,27.0,26.25,350.25,0.07494646680942184,0.07708779443254818,0.09350463954318344,-0.06423982869379015,52.5,22847.75,23178.75,43167,43339,23224.25,2025-02-10,43352
A4_k1_close_nearest,-1,2025-02-10 15:20:00+00:00,2025-02-10 15:19:00+00:00,23278.5,23401.0,2025-02-10 17:00:00+00:00,time,-25.75,-26.75,122.5,-0.21836734693877552,-0.21020408163265306,0.08979591836734693,-0.39183673469387753,-53.5,23400.5,23284.5,43078,43360,23184.25,2025-02-10,43362
A4_k1_close_nearest,-1,2025-02-11 14:40:00+00:00,2025-02-11 14:39:00+00:00,23214.0,23318.75,2025-02-11 17:00:00+00:00,time,-9.5,-10.5,104.75,-0.10023866348448687,-0.09069212410501193,0.1957040572792363,-0.8591885441527446,-21.0,23318.25,23229.0,43405,43521,23102.25,2025-02-11,43630
A4_k1_close_nearest,1,2025-02-12 16:25:00+00:00,2025-02-12 16:24:00+00:00,23100.0,22942.25,2025-02-12 16:44:00+00:00,target,66.0,65.25,157.75,0.41362916006339145,0.4183835182250396,0.4294770206022187,-0.13153724247226625,130.5,22942.75,23093.5,43899,43925,23165.75,2025-02-12,43927
A4_k1_close_nearest,1,2025-02-13 14:40:00+00:00,2025-02-13 14:39:00+00:00,23287.75,22942.25,2025-02-13 14:43:00+00:00,target,27.75,27.0,345.5,0.07814761215629522,0.08031837916063676,0.0955137481910275,-0.049204052098408106,54.0,22942.75,23285.0,43899,44172,23315.25,2025-02-13,44182
A4_k1_close_nearest,1,2025-02-13 16:20:00+00:00,2025-02-13 16:19:00+00:00,23470.0,22942.25,2025-02-13 17:00:00+00:00,time,-74.75,-75.75,527.75,-0.14353387020369493,-0.14163903363334912,0.0,-0.18048318332543817,-151.5,22942.75,23457.0,43899,44198,23490.75,2025-02-13,44202
A4_k1_close_nearest,-1,2025-02-14 14:30:00+00:00,2025-02-14 14:29:00+00:00,23540.75,23579.0,2025-02-14 14:36:00+00:00,target,14.0,13.25,38.25,0.3464052287581699,0.3660130718954248,0.43790849673202614,-0.7843137254901961,26.5,23578.5,23549.75,44397,44451,23527.0,2025-02-14,44456
A4_k1_close_nearest,1,2025-02-14 14:40:00+00:00,2025-02-14 14:39:00+00:00,23536.25,23185.0,2025-02-14 14:47:00+00:00,target,13.75,13.0,351.25,0.03701067615658363,0.03914590747330961,0.05765124555160142,-0.03558718861209965,26.0,23185.5,23527.0,44115,44453,23549.75,2025-02-14,44458
A4_k1_close_nearest,-1,2025-02-14 14:55:00+00:00,2025-02-14 14:54:00+00:00,23562.5,23579.0,2025-02-14 15:08:00+00:00,stop,-16.25,-17.25,16.5,-1.0454545454545454,-0.9848484848484849,1.8636363636363635,-1.0757575757575757,-34.5,23578.5,23570.75,44397,44457,23502.75,2025-02-14,44461
A4_k1_close_nearest,1,2025-02-14 15:35:00+00:00,2025-02-14 15:34:00+00:00,23555.75,23185.0,2025-02-14 15:56:00+00:00,target,37.25,36.5,370.75,0.09844908968307485,0.100472016183412,0.1153068105192178,-0.05866486850977748,73.0,23185.5,23553.0,44115,44466,23592.75,2025-02-14,44469
A4_k1_close_nearest,1,2025-02-17 14:40:00+00:00,2025-02-17 14:39:00+00:00,23639.75,23474.75,2025-02-17 17:00:00+00:00,time,29.0,28.0,165.0,0.1696969696969697,0.17575757575757575,0.27424242424242423,-0.09090909090909091,56.0,23475.25,23633.25,44425,44566,23692.75,2025-02-17,44734
A4_k1_close_nearest,1,2025-02-18 14:35:00+00:00,2025-02-18 14:34:00+00:00,23682.75,23624.25,2025-02-18 14:46:00+00:00,stop,-58.25,-59.25,58.5,-1.0128205128205128,-0.9957264957264957,0.13247863247863248,-1.141025641025641,-118.5,23624.75,23664.5,44735,44802,23751.0,2025-02-18,44961
A4_k1_close_nearest,1,2025-02-19 14:30:00+00:00,2025-02-19 14:29:00+00:00,23640.0,23535.25,2025-02-19 14:35:00+00:00,target,12.5,11.75,104.75,0.11217183770883055,0.11933174224343675,0.12171837708830549,-0.32935560859188545,23.5,23535.75,23620.5,45016,45234,23652.25,2025-02-19,45236
A4_k1_close_nearest,-1,2025-02-19 14:40:00+00:00,2025-02-19 14:39:00+00:00,23619.5,23753.25,2025-02-19 14:40:00+00:00,target,-0.75,-1.5,133.75,-0.011214953271028037,-0.005607476635514018,0.03364485981308411,-0.08411214953271028,-3.0,23752.75,23652.25,44883,45232,23620.5,2025-02-19,45238
A4_k1_close_nearest,1,2025-02-19 14:50:00+00:00,2025-02-19 14:49:00+00:00,23599.0,23535.25,2025-02-19 16:11:00+00:00,target,53.5,52.75,63.75,0.8274509803921568,0.8392156862745098,0.9019607843137255,-0.7568627450980392,105.5,23535.75,23590.25,45016,45034,23652.25,2025-02-19,45240
A4_k1_close_nearest,-1,2025-02-19 16:15:00+00:00,2025-02-19 16:14:00+00:00,23648.0,23753.25,2025-02-19 17:00:00+00:00,time,-23.25,-24.25,105.25,-0.23040380047505937,-0.2209026128266033,0.1021377672209026,-0.2589073634204275,-48.5,23752.75,23654.25,44883,45238,23605.5,2025-02-19,45257
A4_k1_close_nearest,-1,2025-02-20 14:35:00+00:00,2025-02-20 14:34:00+00:00,23606.25,23733.0,2025-02-20 14:35:00+00:00,target,-16.5,-1.25,126.75,-0.009861932938856016,-0.1301775147928994,0.0,-0.09467455621301775,-2.5,23732.5,23657.0,45302,45510,23623.0,2025-02-20,45513
A4_k1_close_nearest,-1,2025-02-20 15:35:00+00:00,2025-02-20 15:34:00+00:00,23515.5,23733.0,2025-02-20 15:59:00+00:00,target,90.0,89.25,217.5,0.4103448275862069,0.41379310344827586,0.49195402298850577,-0.020689655172413793,178.5,23732.5,23536.0,45302,45523,23425.75,2025-02-20,45525
A4_k1_close_nearest,1,2025-02-21 14:35:00+00:00,2025-02-21 14:34:00+00:00,23586.25,23408.0,2025-02-21 15:34:00+00:00,stop,-178.0,-179.0,178.25,-1.0042075736325387,-0.9985974754558204,0.12903225806451613,-1.0014025245441796,-358.0,23408.5,23567.25,45530,45719,23664.5,2025-02-21,45789
A4_k1_close_nearest,-1,2025-02-21 16:20:00+00:00,2025-02-21 16:19:00+00:00,23445.25,23679.0,2025-02-21 16:52:00+00:00,target,50.25,49.5,233.75,0.21176470588235294,0.21497326203208555,0.2235294117647059,-0.07272727272727272,99.0,23678.5,23454.0,45780,45807,23395.25,2025-02-21,45810
A4_k1_close_nearest,1,2025-02-24 14:30:00+00:00,2025-02-24 14:29:00+00:00,23185.75,23084.5,2025-02-24 14:32:00+00:00,target,35.25,34.5,101.25,0.34074074074074073,0.34814814814814815,0.48148148148148145,-0.2074074074074074,69.0,23085.0,23172.0,45877,46044,23220.75,2025-02-24,46064
A4_k1_close_nearest,-1,2025-02-24 14:35:00+00:00,2025-02-24 14:34:00+00:00,23171.0,23679.0,2025-02-24 14:35:00+00:00,target,-0.75,-1.0,508.0,-0.001968503937007874,-0.0014763779527559055,0.03297244094488189,-0.014763779527559055,-2.0,23678.5,23220.75,45780,46061,23172.0,2025-02-24,46065
A4_k1_close_nearest,1,2025-02-24 14:40:00+00:00,2025-02-24 14:39:00+00:00,23135.25,23084.5,2025-02-24 14:52:00+00:00,stop,-50.5,-51.5,50.75,-1.0147783251231528,-0.9950738916256158,0.5369458128078818,-1.4482758620689655,-103.0,23085.0,23133.75,45877,45990,23220.75,2025-02-24,46066
A4_k1_close_nearest,-1,2025-02-24 16:10:00+00:00,2025-02-24 16:09:00+00:00,22947.25,23679.0,2025-02-24 17:00:00+00:00,time,-62.25,-63.25,731.75,-0.08643662453023573,-0.0850700375811411,0.005466347796378545,-0.15066621113768364,-126.5,23678.5,22957.75,45780,46079,22869.5,2025-02-24,46084
A4_k1_close_nearest,1,2025-02-26 14:35:00+00:00,2025-02-26 14:34:00+00:00,22640.25,22422.75,2025-02-26 14:52:00+00:00,target,80.25,79.5,217.5,0.36551724137931035,0.3689655172413793,0.4425287356321839,-0.08735632183908046,159.0,22423.25,22631.25,46365,46468,22720.25,2025-02-26,46617
A4_k1_close_nearest,-1,2025-02-26 15:15:00+00:00,2025-02-26 15:14:00+00:00,22761.25,22886.5,2025-02-26 17:00:00+00:00,time,-20.75,-21.75,125.25,-0.17365269461077845,-0.1656686626746507,0.45708582834331335,-0.6487025948103793,-43.5,22886.0,22765.25,46155,46605,22656.75,2025-02-26,46625
A4_k1_close_nearest,-1,2025-02-27 14:35:00+00:00,2025-02-27 14:34:00+00:00,22778.25,22843.0,2025-02-27 14:41:00+00:00,target,77.0,76.25,64.75,1.1776061776061777,1.1891891891891893,1.613899613899614,-0.5482625482625483,152.5,22842.5,22796.5,46645,46890,22701.5,2025-02-27,46893
A4_k1_close_nearest,1,2025-02-27 15:55:00+00:00,2025-02-27 15:54:00+00:00,22475.0,22328.75,2025-02-27 16:16:00+00:00,target,97.5,96.75,146.25,0.6615384615384615,0.6666666666666666,0.7145299145299145,-0.22735042735042735,193.5,22329.25,22470.25,46899,46906,22572.25,2025-02-27,46909
A4_k1_close_nearest,1,2025-02-28 14:30:00+00:00,2025-02-28 14:29:00+00:00,22023.5,21948.75,2025-02-28 14:31:00+00:00,stop,-74.5,-75.5,74.75,-1.0100334448160535,-0.9966555183946488,0.07023411371237458,-1.2775919732441472,-151.0,21949.25,22021.75,47040,47163,22061.75,2025-02-28,47168
A4_k1_close_nearest,-1,2025-02-28 14:45:00+00:00,2025-02-28 14:44:00+00:00,22041.0,22819.75,2025-02-28 14:45:00+00:00,target,19.5,18.75,778.75,0.024077046548956663,0.02504012841091493,0.04173354735152488,-0.008346709470304976,37.5,22819.25,22061.75,46871,47166,22021.75,2025-02-28,47171
A4_k1_close_nearest,-1,2025-02-28 15:05:00+00:00,2025-02-28 15:04:00+00:00,22040.0,22819.75,2025-02-28 17:00:00+00:00,time,-89.5,-90.5,779.75,-0.11606284065405578,-0.11478037832638666,0.05033664636101314,-0.21865982686758575,-181.0,22819.25,22077.5,46871,47171,21893.0,2025-02-28,47175
A4_k1_close_nearest,1,2025-03-03 14:35:00+00:00,2025-03-03 14:34:00+00:00,22521.0,21892.5,2025-03-03 14:35:00+00:00,target,1.75,1.0,628.5,0.0015910898965791568,0.0027844073190135244,0.021081941129673827,-0.05369928400954654,2.0,21893.0,22465.5,47169,47437,22522.5,2025-03-03,47445
A4_k1_close_nearest,1,2025-03-03 15:00:00+00:00,2025-03-03 14:59:00+00:00,22292.75,21892.5,2025-03-03 17:00:00+00:00,time,62.0,61.0,400.25,0.1524047470331043,0.15490318550905685,0.32292317301686446,-0.2504684572142411,122.0,21893.0,22269.25,47169,47278,22522.5,2025-03-03,47450
A4_k1_close_nearest,-1,2025-03-04 14:40:00+00:00,2025-03-04 14:39:00+00:00,21789.75,22554.0,2025-03-04 14:42:00+00:00,target,48.25,47.5,764.25,0.06215243702976775,0.06313379129865881,0.10402355250245339,-0.05986261040235525,95.0,22553.5,21831.25,47445,47717,21741.75,2025-03-04,47722
A4_k1_close_nearest,-1,2025-03-04 15:50:00+00:00,2025-03-04 15:49:00+00:00,21664.25,22554.0,2025-03-04 17:00:00+00:00,time,-67.25,-68.25,889.75,-0.07670694015172802,-0.07558302894071368,0.137960101152009,-0.11913458836751896,-136.5,22553.5,21676.0,47445,47733,21508.5,2025-03-04,47736
A4_k1_close_nearest,1,2025-03-05 14:40:00+00:00,2025-03-05 14:39:00+00:00,21809.5,21541.0,2025-03-05 15:00:00+00:00,target,89.0,88.25,268.5,0.3286778398510242,0.33147113594040967,0.4143389199255121,-0.39664804469273746,176.5,21541.5,21756.75,47744,47797,21898.25,2025-03-05,47998
A4_k1_close_nearest,-1,2025-03-05 15:05:00+00:00,2025-03-05 15:04:00+00:00,21877.75,21991.0,2025-03-05 15:17:00+00:00,target,66.0,65.25,113.25,0.5761589403973509,0.5827814569536424,0.6158940397350994,-0.45695364238410596,130.5,21990.5,21903.5,47964,47985,21812.0,2025-03-05,48003
A4_k1_close_nearest,-1,2025-03-05 16:00:00+00:00,2025-03-05 15:59:00+00:00,21823.75,21991.0,2025-03-05 16:11:00+00:00,target,91.75,91.0,167.25,0.5440956651718983,0.5485799701046338,0.7668161434977578,0.0,182.0,21990.5,21867.75,47964,48012,21732.25,2025-03-05,48014
A4_k1_close_nearest,1,2025-03-05 16:15:00+00:00,2025-03-05 16:14:00+00:00,21728.5,21541.0,2025-03-05 17:00:00+00:00,time,41.75,40.75,187.5,0.21733333333333332,0.22266666666666668,0.5786666666666667,-0.43066666666666664,81.5,21541.5,21698.5,47744,47752,21898.25,2025-03-05,48017
A4_k1_close_nearest,-1,2025-03-06 14:55:00+00:00,2025-03-06 14:54:00+00:00,21733.75,22158.75,2025-03-06 17:00:00+00:00,time,49.0,48.0,425.0,0.11294117647058824,0.11529411764705882,0.14352941176470588,-0.49941176470588233,96.0,22158.25,21752.5,48064,48274,21661.0,2025-03-06,48277
A4_k1_close_nearest,1,2025-03-07 15:30:00+00:00,2025-03-07 15:29:00+00:00,21491.75,21456.5,2025-03-07 15:31:00+00:00,stop,-35.0,-36.0,35.25,-1.0212765957446808,-0.9929078014184397,0.014184397163120567,-2.404255319148936,-72.0,21457.0,21484.75,48549,48558,21625.75,2025-03-07,48560
