tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_anchor,m_internal,m_anchor_i,m_internal_i,m_tgt1,m_day,m_confirm_bar
A4_k1_close_nearest,1,2024-07-01 13:35:00+00:00,2024-07-01 13:34:00+00:00,21876.0,21843.0,2024-07-01 13:46:00+00:00,stop,-32.75,-33.75,33.0,-1.0227272727272727,-0.9924242424242424,1.2424242424242424,-1.356060606060606,-67.5,21843.5,21872.75,110,124,21935.25,2024-07-01,162
A4_k1_close_nearest,-1,2024-07-01 14:40:00+00:00,2024-07-01 14:39:00+00:00,21844.25,21963.25,2024-07-01 16:00:00+00:00,time,-74.25,-75.25,119.0,-0.6323529411764706,-0.6239495798319328,0.32142857142857145,-0.6260504201680672,-150.5,21962.75,21887.5,76,173,21754.0,2024-07-01,175
A4_k1_close_nearest,-1,2024-07-02 13:35:00+00:00,2024-07-02 13:34:00+00:00,21964.5,22017.0,2024-07-02 13:42:00+00:00,stop,-52.25,-53.25,52.5,-1.0142857142857142,-0.9952380952380953,0.37142857142857144,-1.1428571428571428,-106.5,22016.5,21972.25,239,269,21874.75,2024-07-02,438
A4_k1_close_nearest,-1,2024-07-02 14:10:00+00:00,2024-07-02 14:09:00+00:00,21999.25,22039.5,2024-07-02 14:40:00+00:00,stop,-40.0,-41.0,40.25,-1.0186335403726707,-0.9937888198757764,1.0372670807453417,-1.2670807453416149,-82.0,22039.0,22021.0,441,443,21913.0,2024-07-02,445
A4_k1_close_nearest,1,2024-07-02 15:25:00+00:00,2024-07-02 15:24:00+00:00,22069.5,21753.5,2024-07-02 15:30:00+00:00,target,4.0,3.25,316.0,0.010284810126582278,0.012658227848101266,0.04272151898734177,-0.030854430379746837,6.5,21754.0,22045.5,171,458,22073.25,2024-07-02,460
A4_k1_close_nearest,-1,2024-07-03 13:35:00+00:00,2024-07-03 13:34:00+00:00,22204.0,22221.25,2024-07-03 13:52:00+00:00,stop,-17.0,-18.0,17.25,-1.0434782608695652,-0.9855072463768116,1.5797101449275361,-1.0434782608695652,-36.0,22220.75,22208.75,669,682,22147.5,2024-07-03,714
A4_k1_close_nearest,1,2024-07-03 14:30:00+00:00,2024-07-03 14:29:00+00:00,22203.5,21851.75,2024-07-03 14:43:00+00:00,target,35.75,35.0,351.75,0.09950248756218906,0.10163468372423597,0.12011371712864251,-0.026297085998578537,70.0,21852.25,22194.0,418,722,22239.0,2024-07-03,725
A4_k1_close_nearest,1,2024-07-04 13:40:00+00:00,2024-07-04 13:39:00+00:00,22337.75,22147.0,2024-07-04 16:00:00+00:00,time,-9.0,-10.0,190.75,-0.05242463958060288,-0.047182175622542594,0.002621231979030144,-0.1349934469200524,-20.0,22147.5,22332.5,704,760,22352.25,2024-07-04,946
A4_k1_close_nearest,1,2024-07-08 13:35:00+00:00,2024-07-08 13:34:00+00:00,22567.5,22303.0,2024-07-08 13:50:00+00:00,target,17.25,16.5,264.5,0.062381852551984876,0.06521739130434782,0.09168241965973535,-0.09168241965973535,33.0,22303.5,22565.5,987,1427,22584.5,2024-07-08,1449
A4_k1_close_nearest,1,2024-07-08 14:05:00+00:00,2024-07-08 14:04:00+00:00,22565.5,22303.0,2024-07-08 15:20:00+00:00,target,19.25,18.5,262.5,0.07047619047619047,0.07333333333333333,0.09333333333333334,-0.13333333333333333,37.0,22303.5,22541.5,987,1380,22584.5,2024-07-08,1455
A4_k1_close_nearest,1,2024-07-09 14:10:00+00:00,2024-07-09 14:09:00+00:00,22674.25,22521.25,2024-07-09 14:10:00+00:00,target,0.25,-0.5,153.0,-0.0032679738562091504,0.0016339869281045752,0.04411764705882353,-0.04084967320261438,-1.0,22521.75,22658.75,1300,1721,22674.25,2024-07-09,1732
A4_k1_close_nearest,1,2024-07-09 14:30:00+00:00,2024-07-09 14:29:00+00:00,22647.0,22521.25,2024-07-09 14:45:00+00:00,target,27.5,26.75,125.75,0.21272365805168986,0.21868787276341947,0.2783300198807157,-0.19284294234592445,53.5,22521.75,22646.0,1300,1714,22674.25,2024-07-09,1736
A4_k1_close_nearest,1,2024-07-09 15:25:00+00:00,2024-07-09 15:24:00+00:00,22627.0,22521.25,2024-07-09 16:00:00+00:00,time,21.0,20.0,105.75,0.18912529550827423,0.19858156028368795,0.23404255319148937,-0.13711583924349882,40.0,22521.75,22622.75,1300,1737,22714.25,2024-07-09,1747
A4_k1_close_nearest,-1,2024-07-10 13:30:00+00:00,2024-07-10 13:29:00+00:00,22700.5,22714.75,2024-07-10 13:30:00+00:00,target,3.75,3.0,14.25,0.21052631578947367,0.2631578947368421,0.5263157894736842,-0.5614035087719298,6.0,22714.25,22707.0,1733,1997,22697.0,2024-07-10,2000
A4_k1_close_nearest,-1,2024-07-10 13:35:00+00:00,2024-07-10 13:34:00+00:00,22682.75,22714.75,2024-07-10 13:35:00+00:00,target,-14.0,-1.25,32.0,-0.0390625,-0.4375,0.4296875,-0.0625,-2.5,22714.25,22710.0,1733,1990,22697.0,2024-07-10,2001
A4_k1_close_nearest,1,2024-07-10 13:40:00+00:00,2024-07-10 13:39:00+00:00,22678.5,22558.0,2024-07-10 13:49:00+00:00,target,28.75,28.0,120.5,0.23236514522821577,0.23858921161825727,0.3506224066390041,-0.01867219917012448,56.0,22558.5,22667.5,1772,1959,22707.0,2024-07-10,2002
A4_k1_close_nearest,1,2024-07-10 14:25:00+00:00,2024-07-10 14:24:00+00:00,22707.75,22558.0,2024-07-10 16:00:00+00:00,time,2.25,1.25,149.75,0.008347245409015025,0.015025041736227046,0.06343906510851419,-0.41569282136894825,2.5,22558.5,22694.5,1772,2007,22738.25,2024-07-10,2011
A4_k1_close_nearest,1,2024-07-11 13:30:00+00:00,2024-07-11 13:29:00+00:00,22837.5,22624.0,2024-07-11 14:19:00+00:00,stop,-213.25,-214.25,213.5,-1.0035128805620608,-0.9988290398126464,0.03395784543325527,-1.018735362997658,-428.5,22624.5,22834.0,1815,2273,22926.0,2024-07-11,2276
A4_k1_close_nearest,-1,2024-07-12 13:35:00+00:00,2024-07-12 13:34:00+00:00,22382.25,22926.5,2024-07-12 16:00:00+00:00,time,-155.5,-156.5,544.25,-0.2875516766192007,-0.2857142857142857,0.0266421681212678,-0.422140560404226,-313.0,22926.0,22410.0,2265,2545,22352.5,2024-07-12,2553
A4_k1_close_nearest,-1,2024-07-15 13:35:00+00:00,2024-07-15 13:34:00+00:00,22570.0,22655.75,2024-07-15 13:44:00+00:00,target,29.0,28.25,85.75,0.3294460641399417,0.33819241982507287,0.37317784256559766,-0.44314868804664725,56.5,22655.25,22580.0,2618,2814,22541.25,2024-07-15,2829
A4_k1_close_nearest,1,2024-07-15 13:50:00+00:00,2024-07-15 13:49:00+00:00,22562.75,22274.25,2024-07-15 13:53:00+00:00,target,15.0,14.25,288.5,0.049393414211438474,0.05199306759098787,0.07105719237435008,-0.09445407279029462,28.5,22274.75,22528.75,2541,2728,22577.5,2024-07-15,2832
A4_k1_close_nearest,-1,2024-07-15 14:30:00+00:00,2024-07-15 14:29:00+00:00,22623.5,22655.75,2024-07-15 14:36:00+00:00,stop,-32.0,-33.0,32.25,-1.0232558139534884,-0.9922480620155039,0.06976744186046512,-1.0387596899224807,-66.0,22655.25,22624.25,2618,2624,22541.25,2024-07-15,2840
A4_k1_close_nearest,-1,2024-07-16 13:35:00+00:00,2024-07-16 13:34:00+00:00,22608.0,22630.0,2024-07-16 13:46:00+00:00,target,43.75,43.0,22.0,1.9545454545454546,1.9886363636363635,2.022727272727273,-0.8409090909090909,86.0,22629.5,22610.75,2867,2870,22564.5,2024-07-16,3105
A4_k1_close_nearest,1,2024-07-16 14:00:00+00:00,2024-07-16 13:59:00+00:00,22524.0,22448.25,2024-07-16 14:07:00+00:00,stop,-75.5,-76.5,75.75,-1.00990099009901,-0.9966996699669967,0.1782178217821782,-1.0528052805280528,-153.0,22448.75,22518.25,2647,3059,22587.0,2024-07-16,3110
A4_k1_close_nearest,-1,2024-07-16 14:40:00+00:00,2024-07-16 14:39:00+00:00,22492.0,22630.0,2024-07-16 16:00:00+00:00,time,-1.0,-2.0,138.0,-0.014492753623188406,-0.007246376811594203,0.19746376811594202,-0.427536231884058,-4.0,22629.5,22497.25,2867,3115,22434.5,2024-07-16,3118
A4_k1_close_nearest,-1,2024-07-17 14:35:00+00:00,2024-07-17 14:34:00+00:00,22096.0,22627.0,2024-07-17 15:05:00+00:00,target,55.75,55.0,531.0,0.10357815442561205,0.10499058380414313,0.11252354048964218,-0.04896421845574388,110.0,22626.5,22101.0,3106,3390,22040.5,2024-07-17,3393
A4_k1_close_nearest,1,2024-07-18 13:50:00+00:00,2024-07-18 13:49:00+00:00,21999.25,21907.75,2024-07-18 14:34:00+00:00,stop,-91.25,-92.25,91.5,-1.0081967213114753,-0.9972677595628415,0.5491803278688525,-1.0874316939890711,-184.5,21908.25,21979.25,3459,3621,22102.5,2024-07-18,3660
A4_k1_close_nearest,1,2024-07-19 13:35:00+00:00,2024-07-19 13:34:00+00:00,21838.0,21694.0,2024-07-19 13:40:00+00:00,target,50.0,49.25,144.0,0.3420138888888889,0.3472222222222222,0.4305555555555556,-0.2170138888888889,98.5,21694.5,21786.75,3863,3890,21887.75,2024-07-19,3933
A4_k1_close_nearest,-1,2024-07-19 13:45:00+00:00,2024-07-19 13:44:00+00:00,21843.25,21922.5,2024-07-19 13:45:00+00:00,target,2.25,1.5,79.25,0.01892744479495268,0.028391167192429023,0.3627760252365931,-0.06309148264984227,3.0,21922.0,21903.75,3845,3852,21841.25,2024-07-19,3935
A4_k1_close_nearest,1,2024-07-19 14:15:00+00:00,2024-07-19 14:14:00+00:00,21801.75,21694.0,2024-07-19 15:29:00+00:00,stop,-107.5,-108.5,107.75,-1.0069605568445477,-0.9976798143851509,0.4617169373549884,-1.0765661252900232,-217.0,21694.5,21794.0,3863,3939,21880.0,2024-07-19,3941
A4_k1_close_nearest,1,2024-07-22 13:35:00+00:00,2024-07-22 13:34:00+00:00,21854.0,21611.5,2024-07-22 13:38:00+00:00,target,65.5,64.75,242.5,0.2670103092783505,0.27010309278350514,0.2793814432989691,-0.015463917525773196,129.5,21612.0,21836.5,3996,4194,21919.25,2024-07-22,4209
A4_k1_close_nearest,1,2024-07-22 15:30:00+00:00,2024-07-22 15:29:00+00:00,21780.0,21611.5,2024-07-22 16:00:00+00:00,time,27.75,26.75,168.5,0.15875370919881307,0.16468842729970326,0.24925816023738873,-0.16913946587537093,53.5,21612.0,21774.0,3996,4163,21919.25,2024-07-22,4232
A4_k1_close_nearest,1,2024-07-23 13:35:00+00:00,2024-07-23 13:34:00+00:00,21920.0,21660.75,2024-07-23 13:37:00+00:00,target,7.25,6.5,259.25,0.02507232401157184,0.027965284474445518,0.06557377049180328,-0.06460945033751206,13.0,21661.25,21891.25,4074,4481,21927.0,2024-07-23,4485
A4_k1_close_nearest,1,2024-07-23 14:05:00+00:00,2024-07-23 14:04:00+00:00,21925.75,21660.75,2024-07-23 14:21:00+00:00,target,51.5,50.75,265.0,0.19150943396226416,0.19433962264150945,0.24339622641509434,-0.016037735849056604,101.5,21661.25,21925.0,4074,4489,21977.0,2024-07-23,4491
A4_k1_close_nearest,1,2024-07-23 14:55:00+00:00,2024-07-23 14:54:00+00:00,21890.0,21660.75,2024-07-23 15:10:00+00:00,target,68.5,67.75,229.25,0.2955288985823337,0.29880043620501634,0.3260632497273719,-0.025081788440567066,135.5,21661.25,21875.75,4074,4485,21958.25,2024-07-23,4501
A4_k1_close_nearest,-1,2024-07-24 13:35:00+00:00,2024-07-24 13:34:00+00:00,21524.75,22028.0,2024-07-24 13:35:00+00:00,target,-25.0,-0.25,503.25,-0.0004967709885742673,-0.04967709885742673,0.02533532041728763,-0.01092896174863388,-0.5,22027.5,21595.0,4506,4759,21550.0,2024-07-24,4761
A4_k1_close_nearest,1,2024-07-25 13:50:00+00:00,2024-07-25 13:49:00+00:00,21077.5,21027.5,2024-07-25 13:55:00+00:00,stop,-49.75,-50.75,50.0,-1.015,-0.995,0.25,-1.06,-101.5,21028.0,21050.0,5025,5038,21187.5,2024-07-25,5040
A4_k1_close_nearest,-1,2024-07-25 14:55:00+00:00,2024-07-25 14:54:00+00:00,21133.25,21781.0,2024-07-25 16:00:00+00:00,time,-43.75,-44.75,647.75,-0.06908529525279815,-0.06754148977228869,0.07448861443458124,-0.1370127363952142,-89.5,21780.5,21149.0,4608,5039,21028.0,2024-07-25,5053
A4_k1_close_nearest,1,2024-07-26 13:35:00+00:00,2024-07-26 13:34:00+00:00,21040.75,20936.75,2024-07-26 14:28:00+00:00,target,91.25,90.5,104.0,0.8701923076923077,0.8774038461538461,0.90625,-0.5264423076923077,181.0,20937.25,21036.0,5139,5239,21131.75,2024-07-26,5313
A4_k1_close_nearest,-1,2024-07-26 14:30:00+00:00,2024-07-26 14:29:00+00:00,21079.25,21333.5,2024-07-26 14:30:00+00:00,target,-18.5,-1.0,254.25,-0.003933136676499509,-0.0727630285152409,0.15240904621435594,-0.049164208456243856,-2.0,21333.0,21131.75,5081,5305,21098.0,2024-07-26,5324
A4_k1_close_nearest,1,2024-07-26 14:50:00+00:00,2024-07-26 14:49:00+00:00,21013.0,20936.75,2024-07-26 15:47:00+00:00,target,103.25,102.5,76.25,1.3442622950819672,1.3540983606557377,1.383606557377049,-0.18032786885245902,205.0,20937.25,20986.0,5139,5320,21116.0,2024-07-26,5328
A4_k1_close_nearest,1,2024-07-29 13:35:00+00:00,2024-07-29 13:34:00+00:00,21201.25,20936.75,2024-07-29 13:45:00+00:00,target,103.5,102.75,264.5,0.388468809073724,0.391304347826087,0.41304347826086957,-0.0330812854442344,205.5,20937.25,21169.5,5139,5523,21304.5,2024-07-29,5589
A4_k1_close_nearest,-1,2024-07-29 14:50:00+00:00,2024-07-29 14:49:00+00:00,21206.5,21320.25,2024-07-29 14:54:00+00:00,target,23.25,22.5,113.75,0.1978021978021978,0.2043956043956044,0.22637362637362637,-0.07472527472527472,45.0,21319.75,21263.25,5595,5599,21183.5,2024-07-29,5604
A4_k1_close_nearest,1,2024-07-29 15:00:00+00:00,2024-07-29 14:59:00+00:00,21164.5,20936.75,2024-07-29 16:00:00+00:00,time,39.25,38.25,227.75,0.16794731064763996,0.17233809001097694,0.2305159165751921,-0.47859495060373214,76.5,20937.25,21161.5,5139,5519,21304.5,2024-07-29,5606
A4_k1_close_nearest,1,2024-07-30 13:35:00+00:00,2024-07-30 13:34:00+00:00,21221.75,21018.25,2024-07-30 13:35:00+00:00,target,4.0,3.25,203.5,0.01597051597051597,0.019656019656019656,0.08476658476658476,-0.004914004914004914,6.5,21018.75,21201.5,5734,5857,21225.5,2024-07-30,5865
A4_k1_close_nearest,-1,2024-07-30 13:40:00+00:00,2024-07-30 13:39:00+00:00,21228.5,21320.25,2024-07-30 13:44:00+00:00,target,22.25,21.5,91.75,0.23433242506811988,0.24250681198910082,0.32697547683923706,-0.36239782016348776,43.0,21319.75,21242.0,5595,5639,21206.5,2024-07-30,5866
A4_k1_close_nearest,1,2024-07-30 13:50:00+00:00,2024-07-30 13:49:00+00:00,21196.0,21018.25,2024-07-30 15:01:00+00:00,stop,-177.5,-178.5,177.75,-1.0042194092827004,-0.9985935302390999,0.0,-1.1026722925457102,-357.0,21018.75,21184.25,5734,5830,21225.5,2024-07-30,5868
A4_k1_close_nearest,-1,2024-07-30 15:25:00+00:00,2024-07-30 15:24:00+00:00,20970.75,21320.25,2024-07-30 15:37:00+00:00,target,52.75,52.0,349.5,0.14878397711015737,0.15092989985693847,0.1759656652360515,-0.033619456366237484,104.0,21319.75,20979.25,5595,5885,20918.25,2024-07-30,5887
A4_k1_close_nearest,1,2024-08-01 13:40:00+00:00,2024-08-01 13:39:00+00:00,21506.0,20956.25,2024-08-01 13:42:00+00:00,target,42.25,41.5,549.75,0.07548885857207822,0.0768531150522965,0.08231014097316962,-0.01318781264211005,83.0,20956.75,21454.5,5983,6362,21548.0,2024-08-01,6418
A4_k1_close_nearest,-1,2024-08-01 13:50:00+00:00,2024-08-01 13:49:00+00:00,21591.25,21636.0,2024-08-01 14:21:00+00:00,target,137.0,136.25,44.75,3.0446927374301676,3.0614525139664805,3.4189944134078214,-0.7374301675977654,272.5,21635.5,21605.0,6327,6343,21454.5,2024-08-01,6420
A4_k1_close_nearest,1,2024-08-01 14:40:00+00:00,2024-08-01 14:39:00+00:00,21379.5,20956.25,2024-08-01 16:00:00+00:00,time,-274.5,-275.5,423.25,-0.650915534554046,-0.648552864737153,0.024217365623154165,-0.6875369167158889,-551.0,20956.75,21358.75,5983,6212,21548.0,2024-08-01,6430
A4_k1_close_nearest,-1,2024-08-02 13:45:00+00:00,2024-08-02 13:44:00+00:00,20619.0,21636.0,2024-08-02 14:04:00+00:00,target,131.25,130.5,1017.0,0.12831858407079647,0.1290560471976401,0.1302851524090462,-0.038348082595870206,261.0,21635.5,20690.5,6327,6681,20488.0,2024-08-02,6695
A4_k1_close_nearest,1,2024-08-02 15:05:00+00:00,2024-08-02 15:04:00+00:00,20374.5,20327.75,2024-08-02 15:36:00+00:00,target,97.25,96.5,46.75,2.064171122994652,2.0802139037433154,2.6898395721925135,-0.37967914438502676,193.0,20328.25,20350.25,6701,6706,20471.5,2024-08-02,6711
A4_k1_close_nearest,1,2024-08-05 13:30:00+00:00,2024-08-05 13:29:00+00:00,19507.0,19288.0,2024-08-05 13:34:00+00:00,target,135.5,134.75,219.0,0.615296803652968,0.6187214611872146,0.660958904109589,-0.2522831050228311,269.5,19288.5,19502.5,6878,6966,19642.25,2024-08-05,6968
A4_k1_close_nearest,-1,2024-08-05 14:05:00+00:00,2024-08-05 14:04:00+00:00,19983.5,20924.5,2024-08-05 16:00:00+00:00,time,-65.5,-66.5,941.0,-0.07066950053134963,-0.0696068012752391,0.20270988310308183,-0.15781083953241232,-133.0,20924.0,20022.25,6507,6851,19502.5,2024-08-05,6975
A4_k1_close_nearest,-1,2024-08-06 13:30:00+00:00,2024-08-06 13:29:00+00:00,20019.5,20378.5,2024-08-06 13:36:00+00:00,target,13.25,12.5,359.0,0.034818941504178275,0.03690807799442897,0.052924791086350974,-0.2694986072423398,25.0,20378.0,20055.5,7097,7237,20006.5,2024-08-06,7244
A4_k1_close_nearest,1,2024-08-06 13:40:00+00:00,2024-08-06 13:39:00+00:00,20026.75,19288.0,2024-08-06 13:52:00+00:00,target,25.5,24.75,738.75,0.03350253807106599,0.03451776649746193,0.046362098138747886,-0.166497461928934,49.5,19288.5,19986.25,6878,7201,20052.0,2024-08-06,7246
A4_k1_close_nearest,1,2024-08-06 14:35:00+00:00,2024-08-06 14:34:00+00:00,20126.25,19288.0,2024-08-06 14:38:00+00:00,target,46.25,45.5,838.25,0.054279749478079335,0.0551744706233224,0.06441992245750075,-0.008350730688935281,91.0,19288.5,20088.5,6878,7254,20172.25,2024-08-06,7257
A4_k1_close_nearest,-1,2024-08-06 14:40:00+00:00,2024-08-06 14:39:00+00:00,20165.0,20378.5,2024-08-06 16:00:00+00:00,time,-119.25,-120.25,213.5,-0.563231850117096,-0.5585480093676815,0.18969555035128804,-0.6428571428571429,-240.5,20378.0,20172.25,7097,7252,20044.75,2024-08-06,7258
A4_k1_close_nearest,1,2024-08-07 14:00:00+00:00,2024-08-07 13:59:00+00:00,20463.0,19903.25,2024-08-07 14:00:00+00:00,target,20.5,19.75,559.75,0.03528360875390799,0.03662349263063868,0.05493523894595802,-0.0008932559178204555,39.5,19903.75,20417.5,7248,7523,20483.25,2024-08-07,7526
A4_k1_close_nearest,1,2024-08-07 14:10:00+00:00,2024-08-07 14:09:00+00:00,20475.0,19903.25,2024-08-07 16:00:00+00:00,time,-131.5,-132.5,571.75,-0.23174464363795366,-0.22999562745955401,0.029733275032794052,-0.3344993441189331,-265.0,19903.75,20415.0,7248,7526,20501.0,2024-08-07,7528
A4_k1_close_nearest,1,2024-08-08 13:40:00+00:00,2024-08-08 13:39:00+00:00,20113.25,19802.0,2024-08-08 14:02:00+00:00,target,83.0,82.25,311.25,0.2642570281124498,0.26666666666666666,0.3092369477911647,-0.3405622489959839,164.5,19802.5,20091.0,7644,7791,20196.0,2024-08-08,7798
A4_k1_close_nearest,-1,2024-08-08 14:40:00+00:00,2024-08-08 14:39:00+00:00,20332.25,20501.5,2024-08-08 16:00:00+00:00,time,-13.5,-14.5,169.25,-0.08567208271787297,-0.07976366322008863,0.3914327917282127,-0.2865583456425406,-29.0,20501.0,20352.25,7525,7550,20091.0,2024-08-08,7810
A4_k1_close_nearest,1,2024-08-09 14:00:00+00:00,2024-08-09 13:59:00+00:00,20374.0,19802.0,2024-08-09 14:03:00+00:00,target,30.25,29.5,572.0,0.051573426573426576,0.052884615384615384,0.08347902097902098,-0.047639860139860137,59.0,19802.5,20368.75,7644,8071,20404.0,2024-08-09,8078
A4_k1_close_nearest,-1,2024-08-09 14:10:00+00:00,2024-08-09 14:09:00+00:00,20429.25,20541.25,2024-08-09 16:00:00+00:00,time,7.0,6.0,112.0,0.05357142857142857,0.0625,0.45089285714285715,-0.8325892857142857,12.0,20540.75,20440.75,8046,8078,20346.25,2024-08-09,8080
A4_k1_close_nearest,1,2024-08-12 13:30:00+00:00,2024-08-12 13:29:00+00:00,20583.75,20325.0,2024-08-12 14:16:00+00:00,target,32.25,31.5,258.75,0.12173913043478261,0.1246376811594203,0.1642512077294686,-0.45314009661835747,63.0,20325.5,20582.75,8062,8328,20615.75,2024-08-12,8348
A4_k1_close_nearest,1,2024-08-13 14:35:00+00:00,2024-08-13 14:34:00+00:00,20825.0,20456.5,2024-08-13 14:46:00+00:00,target,35.5,34.75,368.5,0.09430122116689281,0.09633649932157395,0.11872455902306649,-0.004070556309362279,69.5,20457.0,20808.0,8166,8630,20860.25,2024-08-13,8637
A4_k1_close_nearest,1,2024-08-14 13:30:00+00:00,2024-08-14 13:29:00+00:00,21080.5,20570.75,2024-08-14 13:30:00+00:00,target,17.5,16.75,509.75,0.03285924472780775,0.03433055419323198,0.05689063266307013,-0.0196174595389897,33.5,20571.25,21064.5,8447,8898,21097.75,2024-08-14,8900
A4_k1_close_nearest,1,2024-08-16 13:30:00+00:00,2024-08-16 13:29:00+00:00,21445.25,21042.25,2024-08-16 14:15:00+00:00,target,63.5,62.75,403.0,0.15570719602977667,0.1575682382133995,0.17245657568238212,-0.09987593052109181,125.5,21042.75,21418.0,9012,9449,21508.5,2024-08-16,9452
A4_k1_close_nearest,-1,2024-08-16 14:25:00+00:00,2024-08-16 14:24:00+00:00,21514.5,21602.75,2024-08-16 16:00:00+00:00,time,-2.75,-3.75,88.25,-0.042492917847025496,-0.031161473087818695,0.9008498583569405,-0.22096317280453256,-7.5,21602.25,21531.0,9383,9431,21418.0,2024-08-16,9463
A4_k1_close_nearest,1,2024-08-19 13:30:00+00:00,2024-08-19 13:29:00+00:00,21547.0,21387.25,2024-08-19 14:51:00+00:00,target,34.25,33.5,159.75,0.20970266040688576,0.21439749608763695,0.25508607198748046,-0.47104851330203446,67.0,21387.75,21543.75,9445,9707,21581.0,2024-08-19,9728
A4_k1_close_nearest,-1,2024-08-19 14:55:00+00:00,2024-08-19 14:54:00+00:00,21596.0,21631.0,2024-08-19 16:00:00+00:00,time,15.25,14.25,35.0,0.40714285714285714,0.4357142857142857,0.9785714285714285,-0.7571428571428571,28.5,21630.5,21597.5,9609,9613,21557.25,2024-08-19,9745
A4_k1_close_nearest,1,2024-08-20 14:30:00+00:00,2024-08-20 14:29:00+00:00,21767.75,21467.0,2024-08-20 16:00:00+00:00,time,27.75,26.75,300.75,0.0889443059019119,0.09226932668329177,0.10141313383208644,-0.2734829592684954,53.5,21467.5,21754.0,9664,10004,21821.25,2024-08-20,10016
A4_k1_close_nearest,1,2024-08-21 13:35:00+00:00,2024-08-21 13:34:00+00:00,21763.0,21685.0,2024-08-21 13:40:00+00:00,target,35.5,34.75,78.0,0.44551282051282054,0.4551282051282051,0.5128205128205128,-0.09294871794871795,69.5,21685.5,21762.25,10019,10247,21798.25,2024-08-21,10281
A4_k1_close_nearest,-1,2024-08-21 13:50:00+00:00,2024-08-21 13:49:00+00:00,21793.5,21867.75,2024-08-21 14:32:00+00:00,target,15.5,14.75,74.25,0.19865319865319866,0.20875420875420875,0.2255892255892256,-0.8619528619528619,29.5,21867.25,21810.5,10010,10064,21778.25,2024-08-21,10284
A4_k1_close_nearest,1,2024-08-21 14:35:00+00:00,2024-08-21 14:34:00+00:00,21814.25,21685.0,2024-08-21 14:36:00+00:00,target,40.0,39.25,129.25,0.3036750483558994,0.30947775628626695,0.5145067698259188,-0.059961315280464215,78.5,21685.5,21779.75,10019,10290,21854.0,2024-08-21,10293
A4_k1_close_nearest,1,2024-08-21 14:55:00+00:00,2024-08-21 14:54:00+00:00,21757.25,21685.0,2024-08-21 15:05:00+00:00,target,41.25,40.5,72.25,0.5605536332179931,0.5709342560553633,0.629757785467128,-0.18339100346020762,81.0,21685.5,21752.75,10019,10243,21798.25,2024-08-21,10297
A4_k1_close_nearest,1,2024-08-22 13:50:00+00:00,2024-08-22 13:49:00+00:00,21916.75,21713.25,2024-08-22 15:37:00+00:00,stop,-203.25,-204.25,203.5,-1.0036855036855037,-0.9987714987714987,0.17076167076167076,-1.0135135135135136,-408.5,21713.75,21912.5,10311,10558,21968.25,2024-08-22,10560
A4_k1_close_nearest,1,2024-08-23 13:30:00+00:00,2024-08-23 13:29:00+00:00,21698.75,21484.0,2024-08-23 14:01:00+00:00,target,75.25,74.5,214.75,0.3469150174621653,0.35040745052386496,0.4190919674039581,-0.23166472642607683,149.0,21484.5,21691.25,10634,10826,21773.75,2024-08-23,10832
A4_k1_close_nearest,-1,2024-08-23 14:15:00+00:00,2024-08-23 14:14:00+00:00,21799.25,21968.75,2024-08-23 14:48:00+00:00,target,148.75,148.0,169.5,0.8731563421828908,0.8775811209439528,1.2713864306784661,-0.2743362831858407,296.0,21968.25,21810.5,10557,10839,21650.75,2024-08-23,10841
A4_k1_close_nearest,1,2024-08-23 14:50:00+00:00,2024-08-23 14:49:00+00:00,21620.75,21484.0,2024-08-23 16:00:00+00:00,time,39.5,38.5,136.75,0.28153564899451555,0.28884826325411334,1.0255941499085923,-0.40585009140767825,77.0,21484.5,21584.25,10634,10705,21773.75,2024-08-23,10848
A4_k1_close_nearest,-1,2024-08-26 13:35:00+00:00,2024-08-26 13:34:00+00:00,21734.25,21846.25,2024-08-26 13:41:00+00:00,target,27.75,27.0,112.0,0.24107142857142858,0.24776785714285715,0.296875,-0.049107142857142856,54.0,21845.75,21741.25,10844,11085,21706.75,2024-08-26,11109
A4_k1_close_nearest,1,2024-08-26 13:50:00+00:00,2024-08-26 13:49:00+00:00,21673.0,21534.0,2024-08-26 14:31:00+00:00,stop,-138.75,-139.75,139.0,-1.0053956834532374,-0.9982014388489209,0.12410071942446044,-1.1097122302158273,-279.5,21534.5,21665.75,10872,10939,21733.0,2024-08-26,11112
A4_k1_close_nearest,-1,2024-08-27 14:00:00+00:00,2024-08-27 13:59:00+00:00,21484.0,21789.25,2024-08-27 16:00:00+00:00,time,-68.5,-69.5,305.25,-0.22768222768222768,-0.2244062244062244,0.03521703521703522,-0.5012285012285013,-139.0,21788.75,21510.5,11044,11372,21384.25,2024-08-27,11390
A4_k1_close_nearest,-1,2024-08-28 13:35:00+00:00,2024-08-28 13:34:00+00:00,21570.5,21637.5,2024-08-28 13:39:00+00:00,target,32.75,32.0,67.0,0.47761194029850745,0.48880597014925375,0.6343283582089553,-0.06716417910447761,64.0,21637.0,21593.5,11403,11639,21538.0,2024-08-28,11661
