tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_range_lo,m_range_hi,m_ob_lo,m_ob_hi,m_msb_i,m_sweep_low,m_gen_high
B1_H4_M15_breaker,-1,2024-07-31 08:15:00+00:00,2024-07-31 08:14:00+00:00,21121.75,21180.25,2024-07-31 08:34:00+00:00,stop,-58.25,-59.25,58.5,-1.0128205128205128,-0.9957264957264957,0.008547008547008548,-1.0683760683760684,-118.5,21261.75,20669.25,21018.75,21207.75,128,21180.0,21123.0
B1_H4_M15_breaker,1,2024-08-02 05:30:00+00:00,2024-08-02 05:29:00+00:00,20729.5,20688.0,2024-08-02 05:39:00+00:00,stop,-41.25,-42.25,41.5,-1.0180722891566265,-0.9939759036144579,0.12048192771084337,-1.0602409638554218,-84.5,20669.25,21659.25,20669.25,21261.75,133,20688.25,20728.75
B1_H4_M15_breaker,-1,2024-08-29 18:15:00+00:00,2024-08-29 18:14:00+00:00,21517.25,21632.5,2024-08-30 12:30:00+00:00,be,0.25,-0.75,115.25,-0.006507592190889371,0.0021691973969631237,2.062906724511931,-0.004338394793926247,-1.5,21632.5,21081.5,21541.0,21632.5,253,21632.25,21533.5
B1_H4_M15_breaker,1,2024-09-03 12:15:00+00:00,2024-09-03 12:14:00+00:00,21446.25,21399.75,2024-09-03 13:30:00+00:00,stop,-46.25,-47.25,46.5,-1.0161290322580645,-0.9946236559139785,0.3924731182795699,-1.1666666666666667,-94.5,21376.0,21625.5,21312.5,21570.5,272,21400.0,21438.5
B1_H4_M15_breaker,1,2024-09-18 02:00:00+00:00,2024-09-18 01:59:00+00:00,21416.75,21401.5,2024-09-18 03:33:00+00:00,stop,-15.0,-16.0,15.25,-1.0491803278688525,-0.9836065573770492,0.32786885245901637,-1.4262295081967213,-32.0,21331.25,21558.0,21241.5,21407.0,335,21401.75,21416.0
B1_H4_M15_breaker,1,2024-09-27 11:45:00+00:00,2024-09-27 11:44:00+00:00,22031.75,21986.25,2024-09-27 14:34:00+00:00,stop,-45.25,-46.25,45.5,-1.0164835164835164,-0.9945054945054945,1.543956043956044,-1.010989010989011,-92.5,21841.5,22243.75,21841.5,21978.75,375,21986.5,22028.5
B1_H4_M15_breaker,-1,2024-10-08 12:45:00+00:00,2024-10-08 12:44:00+00:00,21768.25,21810.25,2024-10-08 13:29:00+00:00,stop,-41.75,-42.75,42.0,-1.0178571428571428,-0.9940476190476191,0.1488095238095238,-1.0833333333333333,-85.5,21920.25,21608.5,21719.0,21969.0,422,21810.0,21775.25
B1_H4_M15_breaker,1,2024-10-18 05:45:00+00:00,2024-10-18 05:44:00+00:00,22097.25,22058.25,2024-10-21 10:45:00+00:00,be,0.25,-0.75,39.0,-0.019230769230769232,0.00641025641025641,3.608974358974359,-0.36538461538461536,-1.5,21982.75,22300.5,21982.75,22085.5,467,22058.5,22092.75
B1_H4_M15_breaker,-1,2024-11-06 14:15:00+00:00,2024-11-06 14:14:00+00:00,22367.25,22425.25,2024-11-06 14:32:00+00:00,stop,-57.75,-58.75,58.0,-1.0129310344827587,-0.9956896551724138,0.14224137931034483,-1.0603448275862069,-117.5,22460.5,21713.75,22413.25,22470.75,524,22425.0,22388.75
B1_H4_M15_breaker,1,2024-11-14 04:30:00+00:00,2024-11-14 04:29:00+00:00,22855.75,22821.5,2024-11-14 05:14:00+00:00,stop,-34.0,-35.0,34.25,-1.0218978102189782,-0.9927007299270073,0.0,-1.27007299270073,-70.0,22760.75,22974.75,22760.75,22947.5,583,22821.75,22854.5
B1_H4_M15_breaker,-1,2024-11-29 05:45:00+00:00,2024-11-29 05:44:00+00:00,22611.25,22644.0,2024-11-29 14:56:00+00:00,be,0.25,-0.75,32.75,-0.022900763358778626,0.007633587786259542,3.0381679389312977,-0.22900763358778625,-1.5,22725.25,22381.0,22609.75,22725.25,642,22643.75,22611.75
B1_H4_M15_breaker,-1,2025-01-14 04:00:00+00:00,2025-01-14 03:59:00+00:00,22451.0,22481.0,2025-01-14 05:39:00+00:00,stop,-29.75,-30.75,30.0,-1.025,-0.9916666666666667,0.175,-1.0916666666666666,-61.5,22608.5,22126.25,22307.5,22608.5,822,22480.75,22464.75
B1_H4_M15_breaker,-1,2025-02-06 11:15:00+00:00,2025-02-06 11:14:00+00:00,23187.25,23266.0,2025-02-06 15:12:00+00:00,stop,-78.5,-79.5,78.75,-1.0095238095238095,-0.9968253968253968,0.6158730158730159,-1.0412698412698413,-159.0,23398.5,22373.0,23154.75,23303.25,909,23265.75,23198.0
B1_H4_M15_breaker,-1,2025-02-10 23:15:00+00:00,2025-02-10 23:14:00+00:00,23235.0,23318.5,2025-02-12 17:17:00+00:00,be,0.25,-0.75,83.5,-0.008982035928143712,0.0029940119760479044,3.5,-0.8263473053892215,-1.5,23400.5,22847.75,23222.75,23400.5,937,23318.25,23250.0
B1_H4_M15_breaker,-1,2025-02-19 07:15:00+00:00,2025-02-19 07:14:00+00:00,23682.75,23704.75,2025-02-19 08:39:00+00:00,stop,-21.75,-22.75,22.0,-1.0340909090909092,-0.9886363636363636,0.17045454545454544,-1.0454545454545454,-45.5,23752.75,23535.75,23631.25,23735.75,978,23704.5,23685.5
B1_H4_M15_breaker,-1,2025-02-21 04:00:00+00:00,2025-02-21 03:59:00+00:00,23570.5,23591.5,2025-02-21 07:25:00+00:00,stop,-20.75,-21.75,21.0,-1.0357142857142858,-0.9880952380952381,1.2380952380952381,-1.0357142857142858,-43.5,23732.5,23383.5,23550.75,23697.0,989,23591.25,23571.25
B1_H4_M15_breaker,1,2025-03-20 13:45:00+00:00,2025-03-20 13:44:00+00:00,21108.0,20981.5,2025-03-21 12:36:00+00:00,stop,-126.25,-127.25,126.5,-1.0059288537549407,-0.9980237154150198,1.7549407114624507,-1.0256916996047432,-254.5,20888.25,21368.5,20949.75,21007.75,1103,20981.75,21084.5
B1_H4_M15_breaker,-1,2025-04-17 10:45:00+00:00,2025-04-17 10:44:00+00:00,19748.5,19877.25,2025-04-17 18:25:00+00:00,be,0.25,-0.75,128.75,-0.005825242718446602,0.001941747572815534,2.036893203883495,-0.7864077669902912,-1.5,20086.0,19341.25,19737.0,20086.0,1224,19877.0,19750.25
B1_H4_M15_breaker,-1,2025-04-29 05:00:00+00:00,2025-04-29 04:59:00+00:00,20777.5,20823.0,2025-04-29 07:43:00+00:00,stop,-45.25,-46.25,45.5,-1.0164835164835164,-0.9945054945054945,0.5934065934065934,-1.0934065934065933,-92.5,20847.75,20482.75,20641.75,20765.0,1266,20822.75,20783.5
B1_H4_M15_breaker,1,2025-05-06 03:45:00+00:00,2025-05-06 03:44:00+00:00,21205.25,21156.75,2025-05-06 05:51:00+00:00,stop,-48.25,-49.25,48.5,-1.0154639175257731,-0.9948453608247423,0.24742268041237114,-1.0876288659793814,-98.5,21089.0,21502.0,21089.0,21184.5,1289,21157.0,21196.75
B1_H4_M15_breaker,-1,2025-05-07 02:30:00+00:00,2025-05-07 02:29:00+00:00,21221.0,21332.25,2025-05-07 18:06:00+00:00,target,258.0,257.25,111.25,2.3123595505617978,2.3191011235955057,2.386516853932584,-0.3550561797752809,514.5,21416.25,20963.25,21191.25,21380.0,1298,21332.0,21226.5
B1_H4_M15_breaker,-1,2025-05-26 05:15:00+00:00,2025-05-26 05:14:00+00:00,22429.0,22454.0,2025-05-26 06:08:00+00:00,stop,-24.75,-25.75,25.0,-1.03,-0.99,0.59,-1.08,-51.5,22461.25,21952.5,22264.25,22555.25,1379,22453.75,22430.5
B1_H4_M15_breaker,-1,2025-06-02 01:45:00+00:00,2025-06-02 01:44:00+00:00,22497.75,22551.25,2025-06-02 11:10:00+00:00,be,0.25,-0.75,53.5,-0.014018691588785047,0.004672897196261682,2.0514018691588785,-0.2383177570093458,-1.5,22646.5,22296.5,22555.75,22637.5,1408,22551.0,22501.75
B1_H4_M15_breaker,-1,2025-06-06 16:45:00+00:00,2025-06-06 16:44:00+00:00,22985.5,23095.5,2025-06-06 18:30:00+00:00,stop,-109.75,-110.75,110.0,-1.0068181818181818,-0.9977272727272727,0.35454545454545455,-1.0863636363636364,-221.5,23161.25,22696.0,22885.0,23161.25,1434,23095.25,22993.0
B1_H4_M15_breaker,-1,2025-06-20 09:00:00+00:00,2025-06-20 08:59:00+00:00,22864.5,22949.5,2025-06-20 11:44:00+00:00,stop,-84.75,-85.75,85.0,-1.0088235294117647,-0.9970588235294118,0.011764705882352941,-1.238235294117647,-171.5,22971.0,22650.0,22939.75,23098.5,1492,22949.25,22890.0
B1_H4_M15_breaker,-1,2025-06-23 10:30:00+00:00,2025-06-23 10:29:00+00:00,22871.75,22934.25,2025-06-23 14:00:00+00:00,stop,-62.25,-63.25,62.5,-1.012,-0.996,1.816,-1.348,-126.5,23029.75,22561.75,22882.5,23130.5,1500,22934.0,22879.0
B1_H4_M15_breaker,-1,2025-07-11 00:15:00+00:00,2025-07-11 00:14:00+00:00,24001.75,24048.75,2025-07-11 00:25:00+00:00,target,101.25,100.5,47.0,2.1382978723404253,2.154255319148936,2.3191489361702127,-0.10106382978723404,201.0,24089.5,23900.75,23977.75,24049.75,1579,24048.5,24003.5
