tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_range_lo,m_range_hi,m_ob_lo,m_ob_hi,m_msb_i,m_sweep_low,m_gen_high
B2_H1_M5_breaker,1,2026-02-23 04:10:00+00:00,2026-02-23 04:09:00+00:00,25370.0,25354.0,2026-02-23 04:23:00+00:00,stop,-15.75,-16.75,16.0,-1.046875,-0.984375,0.65625,-1.03125,-33.5,25204.5,25667.25,25249.25,25391.5,9683,25354.25,25369.25
B2_H1_M5_breaker,-1,2026-02-24 11:15:00+00:00,2026-02-24 11:14:00+00:00,25351.75,25381.25,2026-02-24 12:00:00+00:00,stop,-29.25,-30.25,29.5,-1.0254237288135593,-0.9915254237288136,0.5254237288135594,-1.1864406779661016,-60.5,25396.5,25288.5,25344.0,25412.25,9722,25381.0,25357.75
B2_H1_M5_breaker,1,2026-02-26 05:50:00+00:00,2026-02-26 05:49:00+00:00,25834.25,25808.75,2026-02-26 14:30:00+00:00,be,0.25,-0.75,25.5,-0.029411764705882353,0.00980392156862745,4.264705882352941,-0.8431372549019608,-1.5,25792.25,26022.5,25792.25,25888.5,9756,25809.0,25832.25
B2_H1_M5_breaker,-1,2026-03-02 02:10:00+00:00,2026-03-02 02:09:00+00:00,25363.5,25402.75,2026-03-02 06:39:00+00:00,target,205.25,204.5,39.25,5.210191082802548,5.229299363057325,5.3312101910828025,-0.29936305732484075,409.0,25550.25,25158.5,25420.75,25550.25,9805,25402.5,25380.75
B2_H1_M5_breaker,1,2026-03-04 04:05:00+00:00,2026-03-04 04:04:00+00:00,25132.25,25052.25,2026-03-04 06:12:00+00:00,stop,-79.75,-80.75,80.0,-1.009375,-0.996875,0.5,-1.103125,-161.5,24963.75,25377.75,24878.25,25188.5,9847,25052.5,25130.75
B2_H1_M5_breaker,-1,2026-03-06 01:25:00+00:00,2026-03-06 01:24:00+00:00,25588.5,25619.0,2026-03-06 02:12:00+00:00,stop,-30.25,-31.25,30.5,-1.0245901639344261,-0.9918032786885246,0.7540983606557377,-1.0819672131147542,-62.5,25735.75,25301.5,25489.75,25715.5,9892,25618.75,25593.75
B2_H1_M5_breaker,1,2026-03-13 16:55:00+00:00,2026-03-13 16:54:00+00:00,24996.75,24927.5,2026-03-13 16:59:00+00:00,stop,-69.0,-70.0,69.25,-1.0108303249097472,-0.9963898916967509,0.06498194945848375,-1.2021660649819494,-140.0,24925.0,25332.5,24938.0,25123.5,10025,24927.75,24990.5
B2_H1_M5_breaker,-1,2026-03-17 11:15:00+00:00,2026-03-17 11:14:00+00:00,25136.75,25163.25,2026-03-17 11:23:00+00:00,stop,-26.25,-27.25,26.5,-1.028301886792453,-0.9905660377358491,0.09433962264150944,-1.1132075471698113,-54.5,25168.25,25045.0,25094.25,25163.25,10065,25163.0,25142.75
B2_H1_M5_breaker,-1,2026-03-30 09:20:00+00:00,2026-03-30 09:19:00+00:00,23728.25,23767.75,2026-03-30 11:18:00+00:00,stop,-39.25,-40.25,39.5,-1.018987341772152,-0.9936708860759493,0.9746835443037974,-1.1075949367088607,-80.5,23927.0,23409.75,23754.75,23927.0,10261,23767.5,23735.0
B2_H1_M5_breaker,-1,2026-04-07 18:40:00+00:00,2026-04-07 18:39:00+00:00,24502.25,24615.5,2026-04-07 19:45:00+00:00,stop,-113.0,-114.0,113.25,-1.0066225165562914,-0.9977924944812362,0.9690949227373068,-1.3841059602649006,-228.0,24737.0,24257.5,24525.25,24737.0,10411,24615.25,24506.5
B2_H1_M5_breaker,1,2026-04-10 17:55:00+00:00,2026-04-10 17:54:00+00:00,25589.5,25539.0,2026-04-12 22:00:00+00:00,stop,-50.25,-270.0,50.5,-5.346534653465347,-0.995049504950495,1.2623762376237624,-7.108910891089109,-540.0,25519.25,25709.5,25519.25,25560.0,10479,25539.25,25574.0
B2_H1_M5_breaker,-1,2026-04-20 13:50:00+00:00,2026-04-20 13:49:00+00:00,27047.25,27142.25,2026-04-21 00:47:00+00:00,stop,-94.75,-95.75,95.0,-1.0078947368421052,-0.9973684210526316,1.7078947368421054,-1.131578947368421,-191.5,27193.25,26850.75,27108.0,27199.0,10603,27142.0,27055.0
B2_H1_M5_breaker,-1,2026-04-24 02:10:00+00:00,2026-04-24 02:09:00+00:00,27416.75,27445.0,2026-04-24 07:06:00+00:00,be,0.25,-0.75,28.25,-0.02654867256637168,0.008849557522123894,3.0265486725663715,-0.168141592920354,-1.5,27472.0,26996.0,27280.0,27423.25,10691,27444.75,27422.25
B2_H1_M5_breaker,1,2026-04-28 04:35:00+00:00,2026-04-28 04:34:00+00:00,27752.0,27720.25,2026-04-28 05:06:00+00:00,stop,-31.5,-32.5,31.75,-1.0236220472440944,-0.9921259842519685,0.11023622047244094,-1.031496062992126,-65.0,27705.75,27828.5,27707.0,27752.75,10741,27720.5,27744.5
B2_H1_M5_breaker,1,2026-04-30 06:35:00+00:00,2026-04-30 06:34:00+00:00,27599.25,27501.25,2026-04-30 13:40:00+00:00,be,0.25,-0.75,98.0,-0.007653061224489796,0.002551020408163265,2.7066326530612246,-0.31887755102040816,-1.5,27469.0,27939.0,27469.0,27625.5,10785,27501.5,27594.75
B2_H1_M5_breaker,-1,2026-05-04 13:05:00+00:00,2026-05-04 13:04:00+00:00,28156.5,28184.25,2026-05-04 13:10:00+00:00,stop,-27.5,-28.5,27.75,-1.027027027027027,-0.990990990990991,0.35135135135135137,-1.5585585585585586,-57.0,28241.0,27967.0,28197.0,28272.25,10845,28184.0,28157.25
B2_H1_M5_breaker,-1,2026-05-12 23:20:00+00:00,2026-05-12 23:19:00+00:00,29448.5,29503.5,2026-05-13 01:21:00+00:00,stop,-54.75,-55.75,55.0,-1.0136363636363637,-0.9954545454545455,1.3863636363636365,-1.0636363636363637,-111.5,29611.75,29057.25,29429.25,29548.25,10987,29503.25,29449.5
B2_H1_M5_breaker,1,2026-05-14 10:55:00+00:00,2026-05-14 10:54:00+00:00,29871.25,29830.5,2026-05-14 11:25:00+00:00,stop,-40.5,-41.5,40.75,-1.01840490797546,-0.9938650306748467,0.5398773006134969,-1.0613496932515338,-83.0,29757.75,30009.5,29758.25,29812.25,11017,29830.75,29860.5
B2_H1_M5_breaker,1,2026-05-15 02:45:00+00:00,2026-05-15 02:44:00+00:00,29870.75,29808.25,2026-05-15 04:47:00+00:00,stop,-62.25,-63.25,62.5,-1.012,-0.996,0.7,-1.048,-126.5,29764.25,30099.75,29792.75,29893.25,11033,29808.5,29857.25
B2_H1_M5_breaker,1,2026-05-19 03:20:00+00:00,2026-05-19 03:19:00+00:00,29313.25,29260.5,2026-05-19 04:03:00+00:00,stop,-52.5,-53.5,52.75,-1.014218009478673,-0.995260663507109,0.7914691943127962,-1.2180094786729858,-107.0,29153.25,29506.0,29130.25,29336.25,11086,29260.75,29308.25
B2_H1_M5_breaker,-1,2026-05-28 09:40:00+00:00,2026-05-28 09:39:00+00:00,30259.0,30315.0,2026-05-28 12:36:00+00:00,stop,-55.75,-56.75,56.0,-1.0133928571428572,-0.9955357142857143,1.4375,-1.2723214285714286,-113.5,30406.0,30079.25,30278.5,30406.0,11248,30314.75,30262.25
B2_H1_M5_breaker,1,2026-05-29 19:25:00+00:00,2026-05-29 19:24:00+00:00,30684.0,30629.25,2026-06-01 00:28:00+00:00,target,168.0,167.25,54.75,3.0547945205479454,3.0684931506849313,3.1963470319634704,-0.2465753424657534,334.5,30610.25,30851.75,30610.25,30667.0,11281,30629.5,30682.5
B2_H1_M5_breaker,1,2026-06-01 23:40:00+00:00,2026-06-01 23:39:00+00:00,30783.5,30759.75,2026-06-01 23:49:00+00:00,stop,-23.5,-24.5,23.75,-1.0315789473684212,-0.9894736842105263,0.2631578947368421,-1.1263157894736842,-49.0,30607.0,31008.0,30607.0,30817.5,11308,30760.0,30782.25
B2_H1_M5_breaker,-1,2026-06-05 11:05:00+00:00,2026-06-05 11:04:00+00:00,30505.75,30552.75,2026-06-05 12:34:00+00:00,target,128.0,127.25,47.0,2.7074468085106385,2.723404255319149,2.8617021276595747,-0.12234042553191489,254.5,30558.75,30378.0,30472.75,30558.75,11389,30552.5,30507.75
B2_H1_M5_breaker,1,2026-06-10 17:50:00+00:00,2026-06-10 17:49:00+00:00,29082.75,28932.0,2026-06-10 18:50:00+00:00,stop,-150.5,-151.5,150.75,-1.0049751243781095,-0.9983416252072969,0.439469320066335,-1.2487562189054726,-303.0,28926.25,29567.0,28926.25,29161.25,11465,28932.25,29077.25
B2_H1_M5_breaker,-1,2026-06-11 06:10:00+00:00,2026-06-11 06:09:00+00:00,29022.25,29071.5,2026-06-11 06:15:00+00:00,stop,-49.0,-50.0,49.25,-1.015228426395939,-0.9949238578680203,0.04568527918781726,-1.0710659898477157,-100.0,29303.0,28580.25,28974.0,29478.25,11470,29071.25,29035.25
B2_H1_M5_breaker,-1,2026-06-17 02:40:00+00:00,2026-06-17 02:39:00+00:00,30435.25,30463.75,2026-06-17 03:42:00+00:00,stop,-28.25,-29.25,28.5,-1.0263157894736843,-0.9912280701754386,0.6403508771929824,-1.043859649122807,-58.5,30522.25,30273.25,30455.5,30580.5,11563,30463.5,30437.25
B2_H1_M5_breaker,-1,2026-06-18 03:40:00+00:00,2026-06-18 03:39:00+00:00,30374.0,30439.25,2026-06-18 07:59:00+00:00,stop,-65.0,-66.0,65.25,-1.0114942528735633,-0.9961685823754789,1.3793103448275863,-1.0919540229885059,-132.0,30544.75,29922.0,30289.0,30544.75,11585,30439.0,30378.25
B2_H1_M5_breaker,-1,2026-06-19 09:10:00+00:00,2026-06-19 09:09:00+00:00,30628.5,30667.5,2026-06-19 12:51:00+00:00,be,0.25,-0.75,39.0,-0.019230769230769232,0.00641025641025641,2.7243589743589745,-0.4935897435897436,-1.5,30771.0,30388.0,30645.0,30783.25,11613,30667.25,30630.5
B2_H1_M5_breaker,-1,2026-06-22 01:55:00+00:00,2026-06-22 01:54:00+00:00,30612.25,30662.25,2026-06-22 05:13:00+00:00,stop,-49.75,-50.75,50.0,-1.015,-0.995,1.765,-1.035,-101.5,30705.0,30336.75,30522.25,30698.25,11631,30662.0,30620.25
B2_H1_M5_breaker,-1,2026-06-23 17:45:00+00:00,2026-06-23 17:44:00+00:00,29829.75,29897.25,2026-06-23 18:45:00+00:00,target,213.5,212.75,67.5,3.151851851851852,3.162962962962963,3.3222222222222224,-0.23333333333333334,425.5,29916.75,29616.5,29823.25,29933.25,11667,29897.0,29830.5
B2_H1_M5_breaker,-1,2026-06-26 17:50:00+00:00,2026-06-26 17:49:00+00:00,29571.25,29700.5,2026-06-28 22:23:00+00:00,be,0.25,-0.75,129.25,-0.005802707930367505,0.0019342359767891683,2.448742746615087,-0.19729206963249515,-1.5,29893.75,29160.0,29665.75,29893.75,11725,29700.25,29582.0
B2_H1_M5_breaker,-1,2026-06-29 00:00:00+00:00,2026-06-28 23:59:00+00:00,29619.0,29685.0,2026-06-29 05:44:00+00:00,be,0.25,-0.75,66.0,-0.011363636363636364,0.003787878787878788,3.875,-0.16287878787878787,-1.5,29717.25,29254.75,29182.0,29717.25,11743,29684.75,29625.25
