tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_one,m_zero,m_level,m_bias,m_disp_i
F3_ote62_sl90_PDPW,-1,2022-02-16 14:15:00+00:00,2022-02-16 16:56:00+00:00,1.1379834,1.1391229999999999,2022-02-16 19:07:00+00:00,stop,-0.0011395999999999074,-0.0012295999999998163,0.0011395999999999074,-1.0789750789750054,-1.0,0.8278343278343316,-1.032467532467592,-122.95999999998163,1.13953,1.13546,1.13681,-1,3136
F3_ote62_sl90_PDPW,-1,2022-03-09 11:30:00+00:00,2022-03-09 12:01:00+00:00,1.0973258,1.098751,2022-03-09 12:46:00+00:00,stop,-0.0014252000000001264,-0.0015152000000000353,0.0014252000000001264,-1.0631490317147776,-1.0,0.6776592758909767,-1.104546730283428,-151.52000000000353,1.09926,1.09417,1.09582,-1,4565
F3_ote62_sl90_PDPW,-1,2022-03-16 12:45:00+00:00,2022-03-16 14:14:00+00:00,1.1010412,1.1020940000000001,2022-03-16 14:14:00+00:00,stop,-0.001052800000000076,-0.0011427999999999848,0.001052800000000076,-1.0854863221883573,-1.0,0.0771276595745713,-1.3951367781152355,-114.27999999999848,1.10247,1.09871,1.10196,-1,5054
F3_ote62_sl90_PDPW,-1,2022-07-13 13:45:00+00:00,2022-07-13 15:42:00+00:00,1.0062882,1.0091189999999999,2022-07-13 15:47:00+00:00,stop,-0.002830799999999911,-0.0029207999999998203,0.002830799999999911,-1.0317931326833094,-1.0,0.23604634732232183,-1.039211530309523,-292.079999999982,1.01013,1.00002,1.00738,-1,13210
F3_ote62_sl90_PDPW,1,2022-08-17 09:30:00+00:00,2022-08-17 12:30:00+00:00,1.0158928,1.015176,2022-08-17 13:32:00+00:00,stop,-0.0007167999999999619,-0.0008067999999998709,0.0007167999999999619,-1.1255580357141655,-1.0,1.6422991071427746,-1.5943080357143695,-80.67999999998709,1.01492,1.01748,1.01225,1,15593
F3_ote62_sl90_PDPW,1,2022-08-18 09:15:00+00:00,2022-08-18 14:17:00+00:00,1.0157504,1.014888,2022-08-18 14:33:00+00:00,stop,-0.0008623999999999299,-0.0009523999999998388,0.0008623999999999299,-1.1043599257884,-1.0,0.1734693877552124,-1.7050092764378377,-95.23999999998388,1.01458,1.01766,1.01453,1,15688
F3_ote62_sl90_PDPW,-1,2022-08-30 13:45:00+00:00,2022-08-30 14:32:00+00:00,1.0037068,1.005006,2022-08-30 15:03:00+00:00,target,0.0028767999999999017,0.0028067999999999015,0.0012992000000000559,2.160406403940718,2.2142857142855434,2.3220443349752165,-0.3411330049259905,280.6799999999902,1.00547,1.00083,1.00291,-1,16474
F3_ote62_sl90_PDPW,1,2022-10-28 14:15:00+00:00,2022-10-28 15:10:00+00:00,0.9950554,0.993283,2022-10-28 16:16:00+00:00,stop,-0.0017724000000000073,-0.0018624000000000273,0.0017724000000000073,-1.050778605280986,-1.0,0.9899571202888356,-1.1427443015121066,-186.24000000000274,0.99265,0.99898,0.99575,1,20604
F3_ote62_sl90_PDPW,1,2022-12-15 13:45:00+00:00,2022-12-15 15:31:00+00:00,1.0629250000000001,1.061175,2022-12-15 17:08:00+00:00,stop,-0.0017500000000001403,-0.0018400000000000493,0.0017500000000001403,-1.0514285714285152,-1.0,1.5742857142854971,-1.1228571428571765,-184.00000000000492,1.06055,1.0668,1.06187,1,23866
F3_ote62_sl90_PDPW,1,2023-01-03 13:45:00+00:00,2023-01-03 16:10:00+00:00,1.0537602000000001,1.052419,2023-01-03 19:46:00+00:00,target,0.0029697999999998004,0.0028997999999998,0.0013412000000001534,2.1620936474794727,2.214285714285312,2.273933790634903,-0.03742916790949638,289.97999999998,1.05194,1.05673,1.06499,1,25114
F3_ote62_sl90_PDPW,1,2023-01-05 08:30:00+00:00,2023-01-05 11:31:00+00:00,1.0604426,1.059387,2023-01-05 13:15:00+00:00,stop,-0.0010555999999999344,-0.0011455999999998433,0.0010555999999999344,-1.0852595680181079,-1.0,1.2195907540736355,-1.944486547935012,-114.55999999998433,1.05901,1.06278,1.05403,1,25285
