tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_one,m_zero,m_level,m_bias,m_disp_i
F2_ote705_sl90_PD,-1,2022-01-31 11:45:00+00:00,2022-01-31 13:51:00+00:00,1.3441792000000001,1.344616,2022-01-31 14:55:00+00:00,target,0.0015792000000001138,0.0015092000000001139,0.00043679999999990393,3.455128205129226,3.615384615385671,3.9587912087925563,-0.5741758241756859,150.92000000001138,1.34484,1.3426,1.34327,-1,1974
F2_ote705_sl90_PD,-1,2022-02-01 12:00:00+00:00,2022-02-01 14:34:00+00:00,1.3507823,1.3511840000000002,2022-02-01 14:35:00+00:00,stop,-0.00040170000000006034,-0.0004916999999999693,0.00040170000000006034,-1.2240477968630705,-1.0,0.005725665920419034,-1.1394075180478604,-49.16999999999693,1.35139,1.34933,1.346,-1,2071
F2_ote705_sl90_PD,-1,2022-03-10 08:30:00+00:00,2022-03-10 09:00:00+00:00,1.3180458,1.318974,2022-03-10 10:25:00+00:00,target,0.00335580000000002,0.0032858000000000197,0.0009282000000001567,3.539969834086905,3.6153846153840266,3.9385908209430833,-0.5539754363283057,328.580000000002,1.31945,1.31469,1.31896,-1,4649
F2_ote705_sl90_PD,1,2022-03-24 10:45:00+00:00,2022-03-24 13:58:00+00:00,1.31682345,1.316061,2022-03-24 15:01:00+00:00,target,0.0027565499999999687,0.0026865499999999686,0.0007624500000000811,3.523575316413775,3.6153846153841895,4.533477605088234,-0.18814348481856993,268.65499999999685,1.31567,1.31958,1.31749,1,5622
F2_ote705_sl90_PD,1,2022-08-18 09:15:00+00:00,2022-08-18 14:43:00+00:00,1.20098465,1.199957,2022-08-18 15:00:00+00:00,stop,-0.0010276500000001576,-0.0011176500000000666,0.0010276500000001576,-1.0875784556997958,-1.0,0.6182552425433903,-1.2598160852430071,-111.76500000000665,1.19943,1.2047,1.20277,1,15687
F2_ote705_sl90_PD,-1,2022-09-28 12:15:00+00:00,2022-09-28 15:46:00+00:00,1.0759319,1.081232,2022-09-28 16:50:00+00:00,stop,-0.005300099999999919,-0.0053900999999998275,0.005300099999999919,-1.0169808116827814,-1.0,0.8286447425520618,-1.2675421218467464,-539.0099999999827,1.08395,1.05677,1.08374,-1,18483
F2_ote705_sl90_PD,-1,2022-11-07 12:30:00+00:00,2022-11-07 13:05:00+00:00,1.14612615,1.147107,2022-11-07 13:05:00+00:00,stop,-0.000980850000000144,-0.001070850000000053,0.000980850000000144,-1.0917571494111187,-1.0,0.5466177295203035,-1.0234490492938582,-107.08500000000531,1.14761,1.14258,1.13818,-1,21172
F2_ote705_sl90_PD,-1,2022-11-11 14:45:00+00:00,2022-11-11 15:51:00+00:00,1.1770217,1.178726,2022-11-11 16:21:00+00:00,stop,-0.001704299999999881,-0.0017942999999997899,0.001704299999999881,-1.0528076042949688,-1.0,0.5290735199202419,-1.0258170509886382,-179.42999999997897,1.1796,1.17086,1.17311,-1,21565
F2_ote705_sl90_PD,1,2023-01-12 14:00:00+00:00,2023-01-12 14:45:00+00:00,1.2134821999999998,1.210526,2023-01-12 14:53:00+00:00,stop,-0.0029561999999998534,-0.0030461999999997626,0.0029561999999998534,-1.0304444895473628,-1.0,0.4085650497260886,-1.2455855490156418,-304.61999999997624,1.20901,1.22417,1.20999,1,25774
F2_ote705_sl90_PD,-1,2023-02-08 11:15:00+00:00,2023-02-08 11:33:00+00:00,1.2102031500000001,1.210677,2023-02-08 12:13:00+00:00,stop,-0.00047384999999988686,-0.0005638499999997958,0.00047384999999988686,-1.1899335232667099,-1.0,2.243642502902793,-1.1540571910942432,-56.384999999979584,1.21092,1.20849,1.20948,-1,27583
F2_ote705_sl90_PD,-1,2023-04-17 09:15:00+00:00,2023-04-17 13:00:00+00:00,1.24241,1.242548,2023-04-17 13:00:00+00:00,stop,-0.00047189999999996957,-0.00022799999999988045,0.00013799999999997148,-1.6521739130429534,-3.4195652173917908,1.8115942028995302,-1.0144927536236081,-22.799999999988046,1.24279,1.24037,1.24186,-1,30987
F2_ote705_sl90_PD,-1,2023-06-27 10:15:00+00:00,2023-06-27 15:00:00+00:00,1.27536,1.275458,2023-06-27 15:00:00+00:00,stop,-0.0006474000000000757,-0.00018799999999984045,9.799999999993148e-05,-1.9183673469384888,-6.6061224489849835,10.204081632661339,-3.0612244897977217,-18.799999999984045,1.27579,1.27247,1.27484,-1,34447
F2_ote705_sl90_PD,-1,2023-07-26 14:15:00+00:00,2023-07-26 14:29:00+00:00,1.2917975499999999,1.292209,2023-07-26 14:32:00+00:00,stop,-0.0004114500000000909,-0.0005014499999999999,0.0004114500000000909,-1.2187386073639301,-1.0,1.136347065256726,-1.5371248025275923,-50.14499999999999,1.29242,1.29031,1.29028,-1,35871
F2_ote705_sl90_PD,1,2023-08-21 08:30:00+00:00,2023-08-21 08:58:00+00:00,1.2728754,1.272462,2023-08-21 09:15:00+00:00,stop,-0.0004134000000000082,-0.0005033999999999172,0.0004134000000000082,-1.2177068214801818,-1.0,1.220609579100039,-1.0048379293663703,-50.33999999999172,1.27225,1.27437,1.27272,1,37508
F2_ote705_sl90_PD,-1,2023-09-08 08:00:00+00:00,2023-09-08 15:02:00+00:00,1.250144,1.2506899999999999,2023-09-08 15:07:00+00:00,stop,-0.0005459999999999354,-0.0006359999999998444,0.0005459999999999354,-1.1648351648350175,-1.0,0.5567765567767727,-1.4945054945055392,-63.59999999998444,1.25097,1.24817,1.25094,-1,38850
F2_ote705_sl90_PD,-1,2023-10-06 13:45:00+00:00,2023-10-06 15:30:00+00:00,1.2192714,1.2210420000000002,2023-10-06 15:39:00+00:00,stop,-0.0017706000000001776,-0.0018606000000000865,0.0017706000000001776,-1.0508302270416243,-1.0,0.271885236642899,-1.0045182424035837,-186.06000000000864,1.22195,1.21287,1.21956,-1,40790
F2_ote705_sl90_PD,1,2023-11-30 12:45:00+00:00,2023-11-30 13:41:00+00:00,1.2638675000000001,1.2633800000000002,2023-11-30 13:50:00+00:00,stop,-0.00048749999999997407,-0.000577499999999883,0.00048749999999997407,-1.1846153846152077,-1.0,2.035897435897445,-1.6974358974364043,-57.749999999988304,1.26313,1.26563,1.26644,1,44530
F2_ote705_sl90_PD,1,2024-02-14 11:00:00+00:00,2024-02-14 11:30:00+00:00,1.2539212,1.2536559999999999,2024-02-14 11:42:00+00:00,target,0.0009588000000000374,0.0008888000000000374,0.0002652000000000765,3.35143288084382,3.615384615383714,3.8416289592748587,-0.9849170437401438,88.88000000000375,1.25352,1.25488,1.25727,1,49542
F2_ote705_sl90_PD,-1,2024-02-20 15:45:00+00:00,2024-02-20 15:58:00+00:00,1.2661356000000001,1.266588,2024-02-20 16:32:00+00:00,target,0.0016356000000001814,0.0015656000000001814,0.00045239999999990843,3.4606542882415967,3.615384615385748,3.615384615385748,-0.4076038903620441,156.56000000001814,1.26682,1.2645,1.26295,-1,49945
F2_ote705_sl90_PD,-1,2024-05-13 08:15:00+00:00,2024-05-13 09:54:00+00:00,1.25301195,1.2533610000000002,2024-05-13 09:55:00+00:00,stop,-0.0003490500000000729,-0.00043904999999998186,0.0003490500000000729,-1.25784271594296,-1.0,0.349376880103171,-1.0544334622540188,-43.90499999999819,1.25354,1.25175,1.25302,-1,55575
F2_ote705_sl90_PD,-1,2024-06-19 10:45:00+00:00,2024-06-19 11:32:00+00:00,1.2734208999999999,1.273612,2024-06-19 11:48:00+00:00,stop,-0.00019110000000011063,-0.00028110000000001957,0.00019110000000011063,-1.4709576138140075,-1.0,1.8362114076385594,-1.2511773940346427,-28.110000000001957,1.27371,1.27273,1.27207,-1,58177
F2_ote705_sl90_PD,-1,2024-06-25 07:15:00+00:00,2024-06-25 09:07:00+00:00,1.2695790999999998,1.2697779999999999,2024-06-25 09:11:00+00:00,stop,-0.00019890000000000185,-0.0002888999999999108,0.00019890000000000185,-1.4524886877823435,-1.0,0.6993464052284882,-1.412267471091688,-28.88999999999108,1.26988,1.26886,1.26977,-1,58547
F2_ote705_sl90_PD,-1,2024-08-15 13:45:00+00:00,2024-08-15 15:44:00+00:00,1.2851788499999999,1.286343,2024-08-15 16:10:00+00:00,stop,-0.0011641500000001415,-0.0012541500000000504,0.0011641500000001415,-1.0773096250482308,-1.0,0.13645148821011238,-1.0317828458530587,-125.41500000000504,1.28694,1.28097,1.28681,-1,62125
F2_ote705_sl90_PD,-1,2024-09-06 09:15:00+00:00,2024-09-06 13:30:00+00:00,1.31870475,1.319085,2024-09-06 13:30:00+00:00,stop,-0.0003802500000000819,-0.00047024999999999086,0.0003802500000000819,-1.236686390532254,-1.0,10.032215647598335,-5.4049967126877325,-47.02499999999909,1.31928,1.31733,1.31852,-1,63643
F2_ote705_sl90_PD,-1,2024-10-25 15:45:00+00:00,2024-10-25 15:53:00+00:00,1.2993822499999998,1.2996649999999998,2024-10-25 16:26:00+00:00,target,0.0010222499999998913,0.0009522499999998913,0.0002827499999999983,3.3678160919536593,3.615384615384253,3.898320070733786,-0.3810786914241724,95.22499999998914,1.29981,1.29836,1.29876,-1,67029
F2_ote705_sl90_PD,-1,2024-12-17 14:45:00+00:00,2024-12-17 15:14:00+00:00,1.27010855,1.270559,2024-12-17 15:15:00+00:00,stop,-0.00045044999999999114,-0.0005404499999999001,0.00045044999999999114,-1.1998001998000016,-1.0,0.2187812187815374,-1.091020091019999,-54.04499999999001,1.27079,1.26848,1.26986,-1,70557
