strategy,instrument,filter,session,entry_ts,side,signal_price,entry_price,target_price,stop_price,target_ticks,stop_ticks,exit_ts,exit_price,reason,gross_pnl,pnl,theoretical_gross_win
trend_pullback,ES,volatility+time_of_day,2026-02-12,2026-02-12 14:45:00+00:00,-1,6975.0,6974.75,6968.75,6980.0,25,20,2026-02-12 14:47:00+00:00,6980.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-12,2026-02-12 14:48:00+00:00,-1,6975.5,6975.25,6969.25,6980.5,25,20,2026-02-12 14:56:00+00:00,6969.25,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-12,2026-02-12 14:58:00+00:00,-1,6964.25,6964.0,6958.0,6969.25,25,20,2026-02-12 15:01:00+00:00,6969.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-13,2026-02-13 14:46:00+00:00,1,6856.75,6857.0,6863.0,6851.75,25,20,2026-02-13 14:47:00+00:00,6851.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-13,2026-02-13 14:57:00+00:00,-1,6831.25,6831.0,6825.0,6836.25,25,20,2026-02-13 14:58:00+00:00,6836.5,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-13,2026-02-13 14:59:00+00:00,-1,6833.5,6833.25,6827.25,6838.5,25,20,2026-02-13 15:00:00+00:00,6838.75,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-16,2026-02-16 14:45:00+00:00,-1,6849.0,6848.75,6842.75,6854.0,25,20,2026-02-16 14:50:00+00:00,6854.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-17,2026-02-17 14:47:00+00:00,-1,6832.0,6831.75,6825.75,6837.0,25,20,2026-02-17 14:48:00+00:00,6837.25,stop,-275.0,-278.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-17,2026-02-17 14:50:00+00:00,-1,6819.0,6818.75,6812.75,6824.0,25,20,2026-02-17 14:53:00+00:00,6812.75,target,300.0,296.5,312.5
trend_pullback,ES,volatility+time_of_day,2026-02-17,2026-02-17 14:55:00+00:00,-1,6806.25,6806.0,6800.0,6811.25,25,20,2026-02-17 14:57:00+00:00,6811.5,stop,-275.0,-278.5,312.5
