session,c0,p1530,p1600,r_rod,side,gross,pnl,traded,always_long_pnl,r_onfh,onfh_pnl,notional
2026-07-01,3045.0,3044.0,3034.3,-0.0003284072249589709,-1,48.49999999999909,46.49999999999909,True,-50.49999999999909,0.0019376026272577285,-50.49999999999909,15220.0
2026-07-02,3034.3,2994.5,3014.4,-0.013116699073921545,-1,-99.50000000000045,-101.50000000000045,True,97.50000000000045,0.007810697689747181,97.50000000000045,14972.5
2026-07-06,3023.5,3033.0,3026.5,0.0031420539110302848,1,-32.5,-34.5,True,-34.5,0.003439722176285853,-34.5,15165.0
2026-07-07,3026.5,2995.8,2999.3,-0.010143730381628857,-1,-17.5,-19.5,True,15.5,-0.006310920204857018,-19.5,14979.0
2026-07-08,2999.3,2968.4,2970.7,-0.010302403894241974,-1,-11.499999999998636,-13.499999999998636,True,9.499999999998636,-0.005034508051878883,-13.499999999998636,14842.0
2026-07-09,2970.7,3011.6,3009.1,0.013767798835291334,1,-12.5,-14.5,True,-14.5,0.010064967852694728,-14.5,15058.0
2026-07-10,3009.1,2995.0,2994.6,-0.004685786447775064,-1,2.0000000000004547,4.547473508864641e-13,True,-4.000000000000455,-0.003788508191818196,4.547473508864641e-13,14975.0
2026-07-13,2994.6,2964.2,2970.1,-0.01015160622453748,-1,-29.500000000000455,-31.500000000000455,True,27.500000000000455,-0.0020036064916850727,-31.500000000000455,14821.0
2026-07-14,2970.1,2977.7,2979.7,0.0025588364028146238,1,10.0,8.0,True,8.0,0.004545301504999877,8.0,14888.5
2026-07-15,2979.7,2990.4,2992.8,0.003590965533442958,1,12.000000000000455,10.000000000000455,True,10.000000000000455,0.004060811491089833,10.000000000000455,14952.0
2026-07-16,2992.8,2982.0,2991.6,-0.0036086607858861752,-1,-47.999999999999545,-49.999999999999545,True,45.999999999999545,0.002405773857257376,45.999999999999545,14910.0
2026-07-17,2991.6,2966.9,2973.7,-0.008256451397245512,-1,-33.999999999998636,-35.999999999998636,True,31.999999999998636,-0.003977804519320838,-35.999999999998636,14834.5
2026-07-20,2973.7,2961.5,2955.9,-0.004102633083364116,-1,27.999999999999545,25.999999999999545,True,-29.999999999999545,0.002017688401654505,-29.999999999999545,14807.5
2026-07-21,2955.9,2992.8,2997.2,0.01248350756114891,1,21.99999999999818,19.99999999999818,True,19.99999999999818,0.0039581853242667275,19.99999999999818,14964.0
2026-07-22,2997.2,2969.1,2968.8,-0.009375417055918822,-1,1.4999999999986358,-0.5000000000013642,True,-3.4999999999986358,-0.0016348592019216346,-0.5000000000013642,14845.5
2026-07-23,2968.8,2947.7,2951.8,-0.007107248720021664,-1,-20.50000000000182,-22.50000000000182,True,18.50000000000182,-0.00784828887092437,-22.50000000000182,14738.5
2026-07-24,2951.8,2941.8,2942.5,-0.003387763398604249,-1,-3.4999999999990905,-5.4999999999990905,True,1.4999999999990905,-0.0020665356731487394,-5.4999999999990905,14709.0
2026-07-27,2942.5,2962.3,2959.8,0.006728971962616903,1,-12.5,-14.5,True,-14.5,0.010773152081563264,-14.5,14811.5
2026-07-28,2959.8,2965.9,2964.5,0.0020609500641934897,1,-7.000000000000455,-9.000000000000455,True,-9.000000000000455,-0.006182850192580691,5.000000000000455,14829.5
2026-07-29,2964.5,2935.9,2915.5,-0.009647495361781,-1,102.00000000000045,100.00000000000045,True,-104.00000000000045,-0.005565862708719838,100.00000000000045,14679.5
2026-07-30,2915.5,2949.8,2954.0,0.0117647058823529,1,20.99999999999909,18.99999999999909,True,18.99999999999909,0.008574858514834416,18.99999999999909,14749.0
2026-07-31,2954.0,2944.2,2939.6,-0.0033175355450237864,-1,22.999999999999545,20.999999999999545,True,-24.999999999999545,-0.008937034529451604,20.999999999999545,14721.0
