session,c0,p1530,p1600,r_rod,side,gross,pnl,traded,always_long_pnl,r_onfh,onfh_pnl,notional
2026-07-01,30513.5,30189.75,30080.75,-0.010610057843249754,-1,218.0,216.0,True,-220.0,-0.007570419650318683,216.0,60379.5
2026-07-02,30080.75,29422.75,29538.5,-0.021874454593053705,-1,-231.5,-233.5,True,229.5,0.005892472760818723,229.5,58845.5
2026-07-06,29903.75,30035.75,29951.75,0.0044141621034150536,1,-168.0,-170.0,True,-170.0,0.0010700999038582015,-170.0,60071.5
2026-07-07,29951.75,29321.0,29395.25,-0.021058869682072046,-1,-148.5,-150.5,True,146.5,-0.01609254884939948,-150.5,58642.0
2026-07-08,29395.25,29425.25,29457.25,0.001020573051768503,1,64.0,62.0,True,62.0,-0.0010120682763371525,-66.0,58850.5
2026-07-09,29457.25,29931.5,29948.5,0.01609960196556015,1,34.0,32.0,True,32.0,0.015412165086693408,32.0,59863.0
2026-07-10,29948.5,30046.0,30037.25,0.003255588760705974,1,-17.5,-19.5,True,-19.5,-0.000868157002854919,15.5,60092.0
2026-07-13,30037.25,29419.25,29466.75,-0.020574453387044445,-1,-95.0,-97.0,True,93.0,-0.013524873282341088,-97.0,58838.5
2026-07-14,29466.75,29797.75,29785.75,0.011232999906674479,1,-24.0,-26.0,True,-26.0,0.010647594322414244,-26.0,59595.5
2026-07-15,29785.75,29642.75,29701.0,-0.0048009534760750094,-1,-116.5,-118.5,True,114.5,0.0012757778467891168,114.5,59285.5
2026-07-16,29701.0,29148.0,29217.0,-0.01861890172048075,-1,-138.0,-140.0,True,136.0,-0.011935625063129174,-140.0,58296.0
2026-07-17,29217.0,28795.25,28764.75,-0.014435089160420356,-1,61.0,59.0,True,-63.0,-0.018482390389157,59.0,57590.5
2026-07-20,28764.75,28855.0,28785.0,0.0031375207502237767,1,-140.0,-142.0,True,-142.0,0.008048044916086461,-142.0,57710.0
2026-07-21,28785.0,29293.75,29310.5,0.017674135834636173,1,33.5,31.5,True,31.5,0.012793121417404851,31.5,58587.5
2026-07-22,29310.5,29253.5,29161.0,-0.001944695586905687,-1,185.0,183.0,True,-187.0,-0.0011429351256375675,183.0,58507.0
2026-07-23,29161.0,28583.0,28614.75,-0.019820993793079777,-1,-63.5,-65.5,True,61.5,-0.015551592880902576,-65.5,57166.0
2026-07-24,28614.75,28253.25,28283.5,-0.012633344691112103,-1,-60.5,-62.5,True,58.5,-0.010195790632453572,-62.5,56506.5
2026-07-27,28283.5,28243.25,28193.0,-0.0014230912015840147,-1,100.5,98.5,True,-102.5,0.002245125249703994,-102.5,56486.5
2026-07-28,28193.0,28017.75,27919.5,-0.0062160820061717414,-1,196.5,194.5,True,-198.5,-0.018692583265349505,194.5,56035.5
2026-07-29,27919.5,27711.0,27336.5,-0.007467898780422311,-1,749.0,747.0,True,-751.0,-0.006626193162485028,747.0,55422.0
2026-07-30,27336.5,28243.75,28229.5,0.0331882281930751,1,-28.5,-30.5,True,-30.5,0.029804473871929416,-30.5,56487.5
2026-07-31,28229.5,28475.25,28403.0,0.008705432260578405,1,-144.5,-146.5,True,-146.5,0.004605111673958051,-146.5,56950.5
2026-08-03,28403.0,28913.25,28900.75,0.01796465162130767,1,-25.0,-27.0,True,-27.0,0.007965707847762626,-27.0,57826.5
2026-08-04,28900.75,29900.5,29876.0,0.0345925278755741,1,-49.0,-51.0,True,-51.0,0.019662119495168717,-51.0,59801.0
2026-08-05,29876.0,29756.5,29606.75,-0.003999866113268191,-1,299.5,297.5,True,-301.5,0.005807336992903922,-301.5,59513.0
2026-08-06,29606.75,29508.5,29497.25,-0.003318500004221958,-1,22.5,20.5,True,-24.5,-0.002659866415597789,20.5,59017.0
2026-08-07,29497.25,29811.0,29833.5,0.010636584766376522,1,45.0,43.0,True,43.0,0.006153115968437817,43.0,59622.0
2026-08-10,29833.5,29781.75,29744.25,-0.0017346271808537095,-1,75.0,73.0,True,-77.0,-0.0008966430355137334,73.0,59563.5
2026-08-11,29744.25,29624.25,29635.75,-0.004034393202047459,-1,-23.0,-25.0,True,21.0,-0.0003950343343671614,-25.0,59248.5
