tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_p1,m_p2,m_low,m_D,m_count,m_target
D2_F_short_4h_pivot,-1,2024-07-02 06:00:00+00:00,2024-07-02 05:59:00+00:00,5998.5,6012.0,2024-07-02 15:24:00+00:00,stop,-13.25,-13.82,13.5,-1.0237037037037038,-0.9814814814814815,1.7407407407407407,-1.0555555555555556,-691.0,6013.25,6011.75,5976.75,35.5,1,5941.25
D2_F_short_4h_pivot,-1,2024-07-26 02:00:00+00:00,2024-07-26 01:59:00+00:00,5934.25,6005.75,2024-07-26 17:59:00+00:00,close_exit,-42.75,-43.32,71.5,-0.6058741258741259,-0.5979020979020979,0.04895104895104895,-0.9265734265734266,-2166.0,6102.0,6005.5,5923.25,98.33333333333303,1,5824.916666666667
D2_F_short_4h_pivot,-1,2024-07-29 10:00:00+00:00,2024-07-29 09:59:00+00:00,5990.0,6002.5,2024-07-29 12:33:00+00:00,stop,-12.25,-12.82,12.5,-1.0256,-0.98,0.1,-1.16,-641.0,6005.5,6002.25,5905.5,99.59375,2,5805.90625
D2_F_short_4h_pivot,-1,2024-08-06 10:00:00+00:00,2024-08-06 09:59:00+00:00,5711.0,5778.0,2024-08-06 13:59:00+00:00,close_exit,-23.25,-23.82,67.0,-0.3555223880597015,-0.34701492537313433,0.2537313432835821,-0.5559701492537313,-1191.0,6073.0,5777.75,5592.25,244.55000000000018,1,5347.7
D2_F_short_4h_pivot,-1,2024-08-26 02:00:00+00:00,2024-08-26 01:59:00+00:00,6124.75,6134.75,2024-08-26 08:08:00+00:00,stop,-9.75,-10.32,10.0,-1.032,-0.975,0.825,-1.025,-516.0,6137.5,6134.5,6055.0,81.64285714285688,1,5973.357142857143
D2_F_short_4h_pivot,-1,2024-08-28 02:00:00+00:00,2024-08-28 01:59:00+00:00,6111.5,6122.0,2024-08-28 05:59:00+00:00,close_exit,-4.75,-5.32,10.5,-0.5066666666666667,-0.4523809523809524,0.14285714285714285,-0.5714285714285714,-266.0,6141.25,6121.75,6083.75,40.785714285714675,1,6042.964285714285
D2_F_short_4h_pivot,-1,2024-09-05 02:00:00+00:00,2024-09-05 01:59:00+00:00,6006.25,6037.5,2024-09-05 09:59:00+00:00,close_exit,4.0,3.43,31.25,0.10976000000000001,0.128,0.544,-0.192,171.5,6142.0,6037.25,5979.0,79.19999999999982,1,5899.8
D2_F_short_4h_pivot,-1,2024-09-23 14:00:00+00:00,2024-09-23 13:59:00+00:00,6179.25,6192.75,2024-09-23 14:20:00+00:00,stop,-13.25,-13.82,13.5,-1.0237037037037038,-0.9814814814814815,0.25925925925925924,-1.0,-691.0,6208.25,6192.5,6144.25,53.5,1,6090.75
D2_F_short_4h_pivot,-1,2024-09-30 02:00:00+00:00,2024-09-30 01:59:00+00:00,6200.5,6232.5,2024-10-01 01:59:00+00:00,stop,-31.75,-32.32,32.0,-1.01,-0.9921875,1.046875,-1.0234375,-1616.0,6240.75,6232.25,6189.0,50.535714285714675,1,6138.464285714285
D2_F_short_4h_pivot,-1,2024-10-03 06:00:00+00:00,2024-10-03 05:59:00+00:00,6158.0,6184.25,2024-10-04 01:59:00+00:00,close_exit,-11.5,-12.07,26.25,-0.45980952380952383,-0.4380952380952381,0.819047619047619,-0.8666666666666667,-603.5,6232.25,6184.0,6134.75,54.32894736842081,2,6080.421052631579
