tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_p1,m_p2,m_low,m_D,m_count,m_target
D2_F_short_4h_pivot,-1,2024-07-15 02:00:00+00:00,2024-07-15 01:59:00+00:00,22516.5,22683.75,2024-07-15 09:59:00+00:00,close_exit,-50.25,-51.25,167.25,-0.3064275037369208,-0.3004484304932735,0.08669656203288491,-0.351270553064275,-102.5,22926.0,22683.5,22274.75,443.3928571428587,1,21831.35714285714
D2_F_short_4h_pivot,-1,2024-07-16 21:00:00+00:00,2024-07-16 20:59:00+00:00,22529.75,22626.75,2024-07-17 13:32:00+00:00,target,349.0,348.25,97.0,3.5902061855670104,3.597938144329897,3.6082474226804124,-0.10824742268041238,696.5,22739.0,22626.5,22448.75,267.75,1,22181.0
D2_F_short_4h_pivot,-1,2024-07-26 02:00:00+00:00,2024-07-26 01:59:00+00:00,21023.0,21333.25,2024-07-26 09:59:00+00:00,close_exit,-112.0,-113.0,310.25,-0.36422240128928285,-0.36099919419822724,0.0749395648670427,-0.45447219983883963,-226.0,22027.5,21333.0,20959.0,431.875,1,20527.125
D2_F_short_4h_pivot,-1,2024-07-30 02:00:00+00:00,2024-07-30 01:59:00+00:00,21050.0,21320.0,2024-07-31 13:28:00+00:00,stop,-269.75,-270.75,270.0,-1.0027777777777778,-0.9990740740740741,1.4101851851851852,-1.012037037037037,-541.5,21333.0,21319.75,20883.0,448.8958333333321,2,20434.104166666668
D2_F_short_4h_pivot,-1,2024-08-06 10:00:00+00:00,2024-08-06 09:59:00+00:00,20030.25,20378.25,2024-08-06 16:57:00+00:00,stop,-347.75,-348.75,348.0,-1.0021551724137931,-0.9992816091954023,0.3635057471264368,-1.0294540229885059,-697.5,21659.25,20378.0,19288.5,1445.4027777777774,1,17843.097222222223
D2_F_short_4h_pivot,-1,2024-08-26 02:00:00+00:00,2024-08-26 01:59:00+00:00,21745.75,21846.0,2024-08-26 09:59:00+00:00,close_exit,-34.0,-35.0,100.25,-0.3491271820448878,-0.33915211970074816,0.5062344139650873,-0.428927680798005,-70.0,21968.25,21845.75,21484.5,448.75,1,21035.75
D2_F_short_4h_pivot,-1,2024-09-02 06:00:00+00:00,2024-09-02 05:59:00+00:00,21526.5,21575.75,2024-09-02 13:22:00+00:00,stop,-49.0,-50.0,49.25,-1.015228426395939,-0.9949238578680203,1.4720812182741116,-1.0964467005076142,-100.0,21634.5,21575.5,21279.5,346.57142857142753,1,20932.928571428572
D2_F_short_4h_pivot,-1,2024-09-05 02:00:00+00:00,2024-09-05 01:59:00+00:00,20926.5,21057.75,2024-09-05 09:59:00+00:00,close_exit,46.5,45.5,131.25,0.3466666666666667,0.35428571428571426,0.7733333333333333,-0.14476190476190476,91.0,21625.5,21057.5,20766.75,517.9500000000007,1,20248.8
D2_F_short_4h_pivot,-1,2024-09-10 10:00:00+00:00,2024-09-10 09:59:00+00:00,20580.75,20684.75,2024-09-10 12:17:00+00:00,stop,-103.75,-104.75,104.0,-1.0072115384615385,-0.9975961538461539,0.21634615384615385,-1.0192307692307692,-209.5,20915.0,20684.5,20279.75,584.0277777777774,2,19695.722222222223
D2_F_short_4h_pivot,-1,2024-09-23 14:00:00+00:00,2024-09-23 13:59:00+00:00,21771.75,21870.25,2024-09-24 08:16:00+00:00,stop,-98.25,-99.25,98.5,-1.0076142131979695,-0.9974619289340102,0.4796954314720812,-1.0126903553299493,-198.5,21909.0,21870.0,21566.0,317.0,1,21249.0
D2_F_short_4h_pivot,-1,2024-09-27 21:00:00+00:00,2024-09-27 20:59:00+00:00,21899.75,22102.25,2024-09-30 20:59:00+00:00,close_exit,-39.5,-40.5,202.5,-0.2,-0.19506172839506172,0.6728395061728395,-0.45925925925925926,-81.0,22243.75,22102.0,21894.0,326.125,1,21567.875
D2_F_short_4h_pivot,-1,2024-10-01 10:00:00+00:00,2024-10-01 09:59:00+00:00,21983.75,22037.75,2024-10-04 20:59:00+00:00,close_exit,74.25,73.25,54.0,1.3564814814814814,1.375,8.51388888888889,-0.8703703703703703,146.5,22102.0,22037.5,21763.5,281.1666666666679,2,21482.333333333332
D2_F_short_4h_pivot,-1,2024-10-21 02:00:00+00:00,2024-10-21 01:59:00+00:00,22213.25,22238.25,2024-10-21 13:59:00+00:00,close_exit,14.25,13.25,25.0,0.53,0.57,6.59,-0.15,26.5,22300.5,22238.0,22027.0,246.71428571428623,1,21780.285714285714
D2_F_short_4h_pivot,-1,2024-10-24 21:00:00+00:00,2024-10-24 20:59:00+00:00,22096.75,22134.25,2024-10-25 01:59:00+00:00,close_exit,-6.0,-7.0,37.5,-0.18666666666666668,-0.16,0.7333333333333333,-0.5866666666666667,-14.0,22248.5,22134.0,21785.0,414.42857142857247,2,21370.571428571428
D2_F_short_4h_pivot,-1,2024-10-28 21:00:00+00:00,2024-10-28 20:59:00+00:00,22213.0,22383.0,2024-10-29 17:03:00+00:00,stop,-169.75,-170.75,170.0,-1.0044117647058823,-0.9985294117647059,0.4411764705882353,-1.035294117647059,-341.5,22413.5,22382.75,22166.0,241.34999999999854,1,21924.65
D2_F_short_4h_pivot,-1,2024-11-04 03:00:00+00:00,2024-11-04 02:59:00+00:00,21917.5,21993.5,2024-11-04 06:59:00+00:00,close_exit,-26.25,-27.25,76.0,-0.35855263157894735,-0.34539473684210525,0.08223684210526316,-0.48026315789473684,-54.5,22495.75,21993.25,21713.75,436.53125,1,21277.21875
