tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_pair,m_fvg_i,m_doji_i,m_fvg_top,m_fvg_bot,m_ce,m_doji_low,m_doji_high,m_risk_override
E4_short_mirror_20R,-1,2022-08-16 10:30:00+00:00,2022-08-16 10:29:00+00:00,1775.105,1785.341,2022-08-16 11:59:00+00:00,close_exit,-2.423000000000002,-2.792999999999956,1.6990000000000691,-1.643908181283015,-1.4261330194231332,0.6833431430253155,-1.7245438493230985,-279.29999999999563,XAUUSD,7350,7351,1777.031,1776.108,1776.5695,1774.025,1776.854,1.6990000000000691
E4_short_mirror_20R,-1,2023-09-25 10:30:00+00:00,2023-09-25 10:29:00+00:00,1922.315,1931.265,2023-09-25 12:59:00+00:00,close_exit,-1.6199999999998909,-1.9899999999998454,1.400000000000091,-1.4214285714283688,-1.157142857142704,0.35714285714283395,-1.9999999999998377,-198.99999999998454,XAUUSD,18985,18986,1923.825,1923.665,1923.745,1921.265,1923.765,1.400000000000091
