tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_pair,m_fvg_i,m_doji_i,m_fvg_top,m_fvg_bot,m_ce,m_doji_low,m_doji_high,m_risk_override
E4_short_mirror_20R,-1,2022-12-21 10:30:00+00:00,2022-12-21 10:29:00+00:00,0.6295499999999999,0.63008,2022-12-21 10:47:00+00:00,stop,-0.0005100000000000104,-0.0006200000000000504,0.0005100000000000104,-1.215686274509878,-1.0,0.0,-1.0588235294119313,-62.000000000005045,NZDUSD,12112,12114,0.63026,0.62958,0.62992,0.6287,0.62998,0.0005100000000000104
E4_short_mirror_20R,-1,2024-04-15 10:00:00+00:00,2024-04-15 09:59:00+00:00,0.59398,0.59456,2024-04-15 10:11:00+00:00,stop,-0.0005600000000000049,-0.0006700000000000449,0.0005600000000000049,-1.1964285714286411,-1.0,0.0,-1.0892857142859018,-67.00000000000449,NZDUSD,26841,26843,0.5945,0.59424,0.5943700000000001,0.59364,0.59446,0.0005600000000000049
