tag,side,t_signal,t_entry,entry,stop0,t_exit,reason,gross_px,net_px,risk_px,R,gross_R,mfe_R,mae_R,net_usd_1,m_pair,m_fvg_i,m_doji_i,m_fvg_top,m_fvg_bot,m_ce,m_doji_low,m_doji_high,m_risk_override
E1_long_kz0300_20R,1,2022-08-01 09:30:00+00:00,2022-08-01 09:29:00+00:00,1.0239999999999998,1.02237,2022-08-02 08:36:00+00:00,stop,-0.0015799999999999148,-0.0017199999999997072,0.0015799999999999148,-1.0886075949365823,-1.0,3.4113924050636193,-1.2278481012657818,-171.99999999997073,EURUSD,7218,7219,1.02268,1.02229,1.022485,1.02247,1.02406,0.0015799999999999148
E1_long_kz0300_20R,1,2024-01-24 11:30:00+00:00,2024-01-24 11:29:00+00:00,1.0897,1.08921,2024-01-24 11:32:00+00:00,stop,-0.00043999999999999595,-0.0005799999999997884,0.00043999999999999595,-1.3181818181813494,-1.0,0.0,-1.2954545454544653,-57.99999999997884,EURUSD,24077,24078,1.08955,1.08919,1.0893700000000002,1.08931,1.09001,0.00043999999999999595
