side,t_entry,entry,stop0,t_exit,reason,net_px,R,t_signal,internal,anchor
1,2024-07-01 13:30:00+00:00,21892.75,21843.0,2024-07-01 13:46:00+00:00,stop,-50.5,-1.015075376884422,2024-07-01 13:30:00+00:00,21893.0,21843.5
-1,2024-07-01 15:28:00+00:00,21893.0,21963.25,2024-07-01 16:00:00+00:00,time,-26.5,-0.37722419928825623,2024-07-01 14:50:00+00:00,21892.75,21962.75
-1,2024-07-02 13:31:00+00:00,21947.75,22017.0,2024-07-02 13:42:00+00:00,stop,-70.0,-1.0108303249097472,2024-07-02 13:30:00+00:00,21947.5,22016.5
-1,2024-07-02 14:35:00+00:00,22032.75,22039.5,2024-07-02 14:40:00+00:00,stop,-7.5,-1.1111111111111112,2024-07-02 14:20:00+00:00,22032.5,22039.0
-1,2024-07-03 13:30:00+00:00,22185.25,22221.25,2024-07-03 13:52:00+00:00,stop,-36.75,-1.0208333333333333,2024-07-03 13:30:00+00:00,22185.0,22220.75
-1,2024-07-03 14:43:00+00:00,22236.0,22239.5,2024-07-03 14:43:00+00:00,stop,-4.25,-1.2142857142857142,2024-07-03 14:30:00+00:00,22235.75,22239.0
1,2024-07-04 13:31:00+00:00,22344.0,22147.0,2024-07-04 16:00:00+00:00,time,-16.25,-0.08248730964467005,2024-07-04 13:30:00+00:00,22344.25,22147.5
1,2024-07-08 13:30:00+00:00,22567.75,22303.0,2024-07-08 13:32:00+00:00,target,16.25,0.061378659112370164,2024-07-08 13:30:00+00:00,22568.0,22303.5
1,2024-07-08 13:35:00+00:00,22548.0,22303.0,2024-07-08 13:50:00+00:00,target,36.0,0.1469387755102041,2024-07-08 13:30:00+00:00,22548.25,22303.5
1,2024-07-08 14:01:00+00:00,22541.25,22303.0,2024-07-08 15:20:00+00:00,target,42.75,0.1794333683105981,2024-07-08 13:30:00+00:00,22541.5,22303.5
-1,2024-07-09 13:30:00+00:00,22674.5,22688.5,2024-07-09 13:32:00+00:00,stop,-14.75,-1.0535714285714286,2024-07-09 13:30:00+00:00,22674.25,22688.0
1,2024-07-09 14:06:00+00:00,22658.5,22521.25,2024-07-09 14:07:00+00:00,target,15.25,0.1111111111111111,2024-07-09 13:30:00+00:00,22658.75,22521.75
-1,2024-07-09 14:12:00+00:00,22704.75,22707.5,2024-07-09 14:12:00+00:00,stop,-3.5,-1.2727272727272727,2024-07-09 14:10:00+00:00,22704.5,22707.0
1,2024-07-09 14:25:00+00:00,22655.0,22521.25,2024-07-09 16:00:00+00:00,time,-8.0,-0.059813084112149535,2024-07-09 14:25:00+00:00,22655.25,22521.75
-1,2024-07-10 13:30:00+00:00,22707.25,22714.75,2024-07-10 13:32:00+00:00,target,13.25,1.7666666666666666,2024-07-10 13:30:00+00:00,22707.0,22714.25
1,2024-07-10 13:35:00+00:00,22672.75,22558.0,2024-07-10 13:49:00+00:00,target,33.75,0.29411764705882354,2024-07-10 13:30:00+00:00,22673.0,22558.5
1,2024-07-10 14:35:00+00:00,22691.25,22558.0,2024-07-10 16:00:00+00:00,time,17.75,0.13320825515947468,2024-07-10 14:35:00+00:00,22691.5,22558.5
1,2024-07-11 13:31:00+00:00,22815.5,22636.75,2024-07-11 14:18:00+00:00,stop,-179.5,-1.0041958041958041,2024-07-11 13:30:00+00:00,22815.75,22637.25
-1,2024-07-12 13:31:00+00:00,22410.25,22926.5,2024-07-12 16:00:00+00:00,time,-128.5,-0.24891041162227603,2024-07-12 13:30:00+00:00,22410.0,22926.0
-1,2024-07-15 13:33:00+00:00,22580.25,22684.0,2024-07-15 13:44:00+00:00,target,38.5,0.3710843373493976,2024-07-15 13:30:00+00:00,22580.0,22683.5
1,2024-07-15 13:45:00+00:00,22532.0,22274.25,2024-07-15 13:48:00+00:00,target,45.0,0.17458777885548013,2024-07-15 13:30:00+00:00,22532.25,22274.75
-1,2024-07-15 14:04:00+00:00,22608.25,22684.0,2024-07-15 15:00:00+00:00,stop,-76.5,-1.00990099009901,2024-07-15 13:55:00+00:00,22608.0,22683.5
-1,2024-07-16 13:30:00+00:00,22596.0,22596.5,2024-07-16 13:30:00+00:00,stop,-1.25,-2.5,2024-07-16 13:30:00+00:00,22595.75,22596.0
1,2024-07-16 13:48:00+00:00,22562.5,22448.25,2024-07-16 14:07:00+00:00,stop,-115.0,-1.0065645514223194,2024-07-16 13:30:00+00:00,22562.75,22448.75
-1,2024-07-16 14:39:00+00:00,22497.5,22627.0,2024-07-16 16:00:00+00:00,time,3.5,0.02702702702702703,2024-07-16 14:35:00+00:00,22497.25,22626.5
1,2024-07-17 14:52:00+00:00,22053.25,22040.0,2024-07-17 15:05:00+00:00,stop,-14.0,-1.0566037735849056,2024-07-17 14:40:00+00:00,22053.5,22040.5
1,2024-07-18 13:32:00+00:00,22042.75,21907.75,2024-07-18 14:34:00+00:00,stop,-135.75,-1.0055555555555555,2024-07-18 13:30:00+00:00,22043.0,21908.25
1,2024-07-19 13:30:00+00:00,21806.0,21694.0,2024-07-19 13:40:00+00:00,target,81.25,0.7254464285714286,2024-07-19 13:30:00+00:00,21806.25,21694.5
1,2024-07-19 14:00:00+00:00,21801.0,21694.0,2024-07-19 15:29:00+00:00,stop,-107.75,-1.0070093457943925,2024-07-19 14:00:00+00:00,21801.25,21694.5
1,2024-07-22 13:31:00+00:00,21849.5,21660.75,2024-07-22 13:38:00+00:00,target,69.25,0.36688741721854307,2024-07-22 13:30:00+00:00,21849.75,21661.25
-1,2024-07-22 14:35:00+00:00,21913.75,21969.75,2024-07-22 15:09:00+00:00,target,75.75,1.3526785714285714,2024-07-22 14:30:00+00:00,21913.5,21969.25
1,2024-07-22 15:10:00+00:00,21837.0,21660.75,2024-07-22 16:00:00+00:00,time,-30.25,-0.17163120567375886,2024-07-22 14:20:00+00:00,21837.5,21661.25
1,2024-07-23 13:31:00+00:00,21891.0,21660.75,2024-07-23 13:37:00+00:00,target,35.5,0.15418023887079263,2024-07-23 13:30:00+00:00,21891.25,21661.25
-1,2024-07-23 13:39:00+00:00,21939.25,21975.25,2024-07-23 13:44:00+00:00,stop,-36.75,-1.0208333333333333,2024-07-23 13:30:00+00:00,21939.0,21974.75
1,2024-07-23 14:45:00+00:00,21902.5,21660.75,2024-07-23 15:14:00+00:00,target,87.25,0.3609100310237849,2024-07-23 14:35:00+00:00,21902.75,21661.25
1,2024-07-25 13:32:00+00:00,21116.25,21027.5,2024-07-25 13:55:00+00:00,stop,-89.5,-1.008450704225352,2024-07-25 13:30:00+00:00,21116.5,21028.0
-1,2024-07-25 15:13:00+00:00,21187.75,21781.0,2024-07-25 16:00:00+00:00,time,9.75,0.01643489254108723,2024-07-25 13:35:00+00:00,21187.5,21780.5
1,2024-07-26 13:30:00+00:00,21074.0,20936.75,2024-07-26 16:00:00+00:00,time,53.0,0.3861566484517304,2024-07-26 13:30:00+00:00,21074.25,20937.25
1,2024-07-29 13:30:00+00:00,21201.75,20936.75,2024-07-29 13:45:00+00:00,target,102.25,0.3858490566037736,2024-07-29 13:30:00+00:00,21202.0,20937.25
-1,2024-07-29 14:46:00+00:00,21263.5,21320.25,2024-07-29 14:54:00+00:00,target,79.5,1.4008810572687225,2024-07-29 14:35:00+00:00,21263.25,21319.75
1,2024-07-29 14:59:00+00:00,21161.25,20936.75,2024-07-29 16:00:00+00:00,time,41.5,0.18485523385300667,2024-07-29 13:30:00+00:00,21161.5,20937.25
1,2024-07-30 13:30:00+00:00,21201.25,21018.25,2024-07-30 13:36:00+00:00,target,40.25,0.21994535519125682,2024-07-30 13:30:00+00:00,21201.5,21018.75
1,2024-07-30 13:45:00+00:00,21187.0,21018.25,2024-07-30 15:01:00+00:00,stop,-169.5,-1.0044444444444445,2024-07-30 13:30:00+00:00,21187.25,21018.75
1,2024-08-01 13:36:00+00:00,21454.25,21034.0,2024-08-01 13:47:00+00:00,target,135.25,0.321832242712671,2024-08-01 13:30:00+00:00,21454.5,21034.5
