side,t_entry,entry,stop0,t_exit,reason,net_px,R,t_signal,p1,p2,H,D,count
1,2025-10-29 11:59:00+00:00,27031.5,26982.5,2025-10-29 12:59:00+00:00,close_exit,-15.0,-0.30612244897959184,2025-10-29 12:00:00+00:00,26762.5,26982.75,27066.5,96.70588235294053,2
1,2025-10-30 06:59:00+00:00,26980.0,26895.5,2025-10-30 12:31:00+00:00,stop,-85.25,-1.0088757396449703,2025-10-30 07:00:00+00:00,26804.0,26895.75,27156.0,270.44444444444525,1
1,2025-11-03 21:59:00+00:00,26866.25,26822.25,2025-11-03 23:43:00+00:00,stop,-44.75,-1.0170454545454546,2025-11-03 22:00:00+00:00,26769.25,26822.5,26922.5,113.3125,1
1,2025-11-04 16:59:00+00:00,26512.25,26419.25,2025-11-04 17:19:00+00:00,stop,-93.75,-1.0080645161290323,2025-11-04 17:00:00+00:00,26401.25,26419.5,26549.25,143.4375,1
1,2025-11-06 03:59:00+00:00,26477.5,26373.0,2025-11-06 06:59:00+00:00,close_exit,-40.0,-0.3827751196172249,2025-11-06 04:00:00+00:00,26160.25,26373.25,26635.0,343.67307692307804,2
1,2025-11-07 03:59:00+00:00,25980.25,25957.0,2025-11-07 04:02:00+00:00,stop,-24.0,-1.032258064516129,2025-11-07 04:00:00+00:00,25953.75,25957.25,26195.25,240.5,1
1,2025-11-10 13:59:00+00:00,26312.0,26261.0,2025-11-10 15:59:00+00:00,close_exit,-32.75,-0.6421568627450981,2025-11-10 14:00:00+00:00,26212.5,26261.25,26326.0,97.25,2
1,2025-11-11 18:59:00+00:00,26447.5,26234.75,2025-11-13 13:59:00+00:00,close_exit,-193.5,-0.9095182138660399,2025-11-11 19:00:00+00:00,26208.75,26235.0,26525.25,308.5108695652161,1
1,2025-11-17 01:59:00+00:00,25955.0,25777.75,2025-11-17 05:59:00+00:00,close_exit,47.0,0.2651622002820874,2025-11-17 02:00:00+00:00,25382.5,25778.0,26050.0,519.1875,1
1,2025-11-19 02:59:00+00:00,25404.0,25254.0,2025-11-19 03:59:00+00:00,close_exit,-106.0,-0.7066666666666667,2025-11-19 03:00:00+00:00,25136.5,25254.25,25566.75,379.78571428571377,1
1,2025-11-19 16:59:00+00:00,25471.75,25329.0,2025-11-19 17:33:00+00:00,stop,-143.5,-1.0052539404553416,2025-11-19 17:00:00+00:00,25203.0,25329.25,25488.0,200.83333333333212,1
1,2025-11-20 12:59:00+00:00,25911.75,25778.25,2025-11-20 15:59:00+00:00,close_exit,6.0,0.0449438202247191,2025-11-20 13:00:00+00:00,25264.5,25778.5,25965.5,347.625,1
1,2025-11-21 06:59:00+00:00,24932.0,24853.75,2025-11-21 07:48:00+00:00,stop,-79.0,-1.0095846645367412,2025-11-21 07:00:00+00:00,24774.5,24854.0,24994.25,156.15000000000146,1
1,2025-12-02 18:59:00+00:00,26333.75,26170.0,2025-12-03 14:59:00+00:00,close_exit,-82.75,-0.5053435114503817,2025-12-02 19:00:00+00:00,26080.5,26170.25,26426.5,267.46875,1
1,2025-12-05 15:59:00+00:00,26500.0,26335.25,2025-12-08 15:59:00+00:00,close_exit,-81.25,-0.4931714719271624,2025-12-05 16:00:00+00:00,26243.5,26335.5,26512.0,203.55882352941262,1
1,2025-12-10 03:59:00+00:00,26430.25,26396.25,2025-12-10 10:29:00+00:00,stop,-34.75,-1.0220588235294117,2025-12-10 04:00:00+00:00,26316.5,26396.5,26495.0,146.5,1
1,2025-12-12 06:59:00+00:00,26436.5,26409.75,2025-12-12 08:01:00+00:00,stop,-27.5,-1.02803738317757,2025-12-12 07:00:00+00:00,26397.75,26410.0,26460.25,56.375,2
1,2025-12-15 01:59:00+00:00,26019.5,25887.5,2025-12-15 15:19:00+00:00,stop,-132.75,-1.0056818181818181,2025-12-15 02:00:00+00:00,25874.25,25887.75,26124.75,246.0,1
1,2025-12-17 02:59:00+00:00,25877.75,25781.75,2025-12-17 04:59:00+00:00,close_exit,-47.0,-0.4895833333333333,2025-12-17 03:00:00+00:00,25682.75,25782.0,25958.75,236.29999999999927,1
1,2025-12-18 05:59:00+00:00,25513.25,25429.75,2025-12-18 13:30:00+00:00,target,137.70833333333212,1.6492015968063727,2025-12-18 06:00:00+00:00,25415.25,25430.0,25539.5,111.95833333333212,1
1,2025-12-23 03:59:00+00:00,26239.75,26222.75,2025-12-23 04:34:00+00:00,stop,-17.75,-1.0441176470588236,2025-12-23 04:00:00+00:00,26199.75,26223.0,26251.25,32.125,2
1,2025-12-24 11:59:00+00:00,26319.75,26310.25,2025-12-24 13:30:00+00:00,target,29.875,3.1447368421052633,2025-12-24 12:00:00+00:00,26305.0,26310.5,26328.25,21.875,2
1,2025-12-26 10:59:00+00:00,26411.25,26369.75,2025-12-26 15:02:00+00:00,stop,-42.25,-1.0180722891566265,2025-12-26 11:00:00+00:00,26309.25,26370.0,26444.0,104.375,1
1,2025-12-30 03:59:00+00:00,26263.25,26223.75,2025-12-30 06:59:00+00:00,close_exit,-10.5,-0.26582278481012656,2025-12-30 04:00:00+00:00,26175.25,26224.0,26302.0,112.82142857142753,1
1,2026-01-07 11:59:00+00:00,26295.5,26254.25,2026-01-07 23:59:00+00:00,close_exit,54.75,1.3272727272727274,2026-01-07 12:00:00+00:00,26054.5,26254.5,26372.25,201.08333333333212,1
1,2026-01-08 13:59:00+00:00,26327.0,26266.25,2026-01-08 14:31:00+00:00,stop,-61.5,-1.0123456790123457,2026-01-08 14:00:00+00:00,26198.5,26266.5,26332.0,119.90000000000146,1
1,2026-01-09 03:59:00+00:00,26202.25,26154.25,2026-01-09 15:08:00+00:00,stop,-48.75,-1.015625,2026-01-09 04:00:00+00:00,26124.5,26154.5,26269.25,132.75,2
1,2026-01-12 07:59:00+00:00,26259.25,26204.5,2026-01-12 08:20:00+00:00,stop,-55.5,-1.0136986301369864,2026-01-12 08:00:00+00:00,26143.25,26204.75,26513.5,346.59615384615245,1
1,2026-01-13 03:59:00+00:00,26410.75,26373.25,2026-01-13 04:59:00+00:00,close_exit,1.0,0.02666666666666667,2026-01-13 04:00:00+00:00,26160.25,26373.5,26548.0,227.8125,1
1,2026-01-13 12:59:00+00:00,26423.0,26394.5,2026-01-13 13:31:00+00:00,target,113.6111111111095,3.9863547758284033,2026-01-13 13:00:00+00:00,26373.5,26394.75,26464.75,72.3611111111095,2
1,2026-01-20 23:59:00+00:00,25644.0,25626.25,2026-01-21 11:49:00+00:00,stop,-18.5,-1.0422535211267605,2026-01-21 00:00:00+00:00,25622.75,25626.5,25957.5,332.36363636363603,1
1,2026-01-26 11:59:00+00:00,26198.25,26109.5,2026-01-26 16:31:00+00:00,target,249.27500000000146,2.8087323943662135,2026-01-26 12:00:00+00:00,25927.0,26109.75,26269.75,178.27500000000146,1
1,2026-01-27 00:59:00+00:00,26426.5,26361.0,2026-01-27 07:59:00+00:00,close_exit,106.5,1.6259541984732824,2026-01-27 01:00:00+00:00,26109.75,26361.25,26460.25,161.875,2
1,2026-01-29 03:59:00+00:00,26726.25,26613.0,2026-01-29 07:59:00+00:00,close_exit,55.75,0.4922737306843267,2026-01-29 04:00:00+00:00,26523.75,26613.25,26822.0,268.4166666666679,1
1,2026-01-30 04:59:00+00:00,26386.75,26263.5,2026-01-30 06:59:00+00:00,close_exit,-108.75,-0.8823529411764706,2026-01-30 05:00:00+00:00,26063.5,26263.75,26567.75,384.09999999999854,1
1,2026-02-02 23:59:00+00:00,26475.75,26348.75,2026-02-03 00:59:00+00:00,close_exit,3.5,0.027559055118110236,2026-02-03 00:00:00+00:00,25707.75,26349.0,26476.5,219.1071428571413,1
1,2026-02-03 04:59:00+00:00,26506.75,26427.75,2026-02-03 08:59:00+00:00,close_exit,-3.0,-0.0379746835443038,2026-02-03 05:00:00+00:00,26349.0,26428.0,26518.25,106.04999999999927,2
1,2026-02-04 11:59:00+00:00,26002.0,25882.25,2026-02-04 13:49:00+00:00,stop,-120.5,-1.0062630480167014,2026-02-04 12:00:00+00:00,25745.5,25882.5,26042.0,180.57692307692196,1
1,2026-02-05 06:59:00+00:00,25599.75,25442.75,2026-02-05 12:23:00+00:00,stop,-157.75,-1.0047770700636942,2026-02-05 07:00:00+00:00,25311.5,25443.0,25708.75,344.65000000000146,1
1,2026-02-06 06:59:00+00:00,25075.0,24953.5,2026-02-06 07:59:00+00:00,close_exit,9.25,0.07613168724279835,2026-02-06 07:00:00+00:00,24768.0,24953.75,25105.75,244.875,1
1,2026-02-10 05:59:00+00:00,25880.25,25805.75,2026-02-10 06:59:00+00:00,close_exit,-40.25,-0.540268456375839,2026-02-10 06:00:00+00:00,25483.0,25806.0,25956.5,338.9166666666679,1
1,2026-02-10 08:59:00+00:00,25862.25,25818.5,2026-02-10 14:41:00+00:00,stop,-44.5,-1.0171428571428571,2026-02-10 09:00:00+00:00,25806.0,25818.75,25885.5,71.0,2
1,2026-02-12 01:59:00+00:00,25827.75,25732.75,2026-02-12 06:59:00+00:00,close_exit,19.25,0.2026315789473684,2026-02-12 02:00:00+00:00,25585.5,25733.0,25888.25,218.46428571428623,1
1,2026-02-15 23:59:00+00:00,25364.0,25258.75,2026-02-16 02:59:00+00:00,close_exit,-6.0,-0.057007125890736345,2026-02-16 00:00:00+00:00,25106.25,25259.0,25523.0,314.9166666666679,1
1,2026-02-18 23:59:00+00:00,25492.0,25383.25,2026-02-19 04:59:00+00:00,close_exit,-8.75,-0.08045977011494253,2026-02-19 00:00:00+00:00,25279.5,25383.5,25656.0,324.5,1
1,2026-02-23 23:59:00+00:00,25316.0,25205.75,2026-02-24 15:26:00+00:00,target,178.875,1.6224489795918366,2026-02-24 00:00:00+00:00,25195.25,25206.0,25348.0,147.375,1
1,2026-02-26 20:59:00+00:00,25610.75,25416.0,2026-02-27 10:59:00+00:00,close_exit,-83.25,-0.4274711168164313,2026-02-26 21:00:00+00:00,25389.5,25416.25,25613.0,214.58333333333212,1
1,2026-02-27 21:59:00+00:00,25480.25,25400.75,2026-03-01 23:00:00+00:00,stop,-268.75,-3.380503144654088,2026-02-27 22:00:00+00:00,25307.5,25401.0,25564.25,200.65000000000146,1
1,2026-03-04 05:59:00+00:00,25101.75,25052.25,2026-03-04 06:12:00+00:00,stop,-50.25,-1.0151515151515151,2026-03-04 06:00:00+00:00,24878.25,25052.5,25377.75,436.13636363636397,1
1,2026-03-05 00:59:00+00:00,25736.75,25621.0,2026-03-05 01:42:00+00:00,stop,-116.5,-1.0064794816414686,2026-03-05 01:00:00+00:00,25247.5,25621.25,25744.5,206.30555555555475,2
1,2026-03-16 16:59:00+00:00,25201.75,25129.5,2026-03-16 19:59:00+00:00,close_exit,-5.5,-0.07612456747404844,2026-03-16 17:00:00+00:00,25005.5,25129.75,25271.75,166.84999999999854,2
1,2026-03-19 19:59:00+00:00,24890.75,24693.0,2026-03-20 06:59:00+00:00,close_exit,-46.5,-0.23514538558786346,2026-03-19 20:00:00+00:00,24640.25,24693.25,24893.75,227.0,1
1,2026-03-23 18:59:00+00:00,24831.0,24620.75,2026-03-23 19:59:00+00:00,close_exit,-117.0,-0.5564803804994055,2026-03-23 19:00:00+00:00,24131.75,24621.0,25079.5,866.2083333333321,2
1,2026-03-24 19:59:00+00:00,24535.0,24476.0,2026-03-25 22:59:00+00:00,close_exit,94.75,1.6059322033898304,2026-03-24 20:00:00+00:00,24450.75,24476.25,24700.75,237.25,1
1,2026-03-27 03:59:00+00:00,24211.75,24121.0,2026-03-27 08:20:00+00:00,stop,-91.5,-1.0082644628099173,2026-03-27 04:00:00+00:00,24078.0,24121.25,24225.75,115.3125,1
1,2026-03-30 16:59:00+00:00,23604.25,23578.0,2026-03-30 17:04:00+00:00,stop,-27.0,-1.0285714285714285,2026-03-30 17:00:00+00:00,23409.75,23578.25,23896.0,353.8571428571413,1
1,2026-03-31 07:59:00+00:00,23686.5,23549.75,2026-03-31 08:59:00+00:00,close_exit,-58.25,-0.4259597806215722,2026-03-31 08:00:00+00:00,23276.5,23550.0,23721.75,335.84999999999854,1
1,2026-03-31 12:59:00+00:00,23686.0,23553.75,2026-03-31 13:54:00+00:00,target,175.59999999999854,1.327788279773146,2026-03-31 13:00:00+00:00,23550.0,23554.0,23707.25,154.84999999999854,2
1,2026-04-06 05:59:00+00:00,24549.0,24444.5,2026-04-06 10:59:00+00:00,close_exit,81.5,0.7799043062200957,2026-04-06 06:00:00+00:00,24297.0,24444.75,24642.5,227.29999999999927,1
1,2026-04-08 22:59:00+00:00,25351.25,25259.0,2026-04-09 08:59:00+00:00,close_exit,-63.25,-0.6856368563685636,2026-04-08 23:00:00+00:00,25242.5,25259.25,25473.5,224.29999999999927,1
1,2026-04-09 20:59:00+00:00,25558.5,25460.75,2026-04-09 22:59:00+00:00,close_exit,-35.5,-0.3631713554987212,2026-04-09 21:00:00+00:00,25276.25,25461.0,25580.5,211.875,2
1,2026-04-16 20:59:00+00:00,26781.0,26670.75,2026-04-17 02:59:00+00:00,close_exit,-0.75,-0.006802721088435374,2026-04-16 21:00:00+00:00,26591.75,26671.0,26878.75,239.45000000000073,1
1,2026-04-17 07:59:00+00:00,26805.75,26759.0,2026-04-17 12:30:00+00:00,target,143.42499999999927,3.067914438502658,2026-04-17 08:00:00+00:00,26671.0,26759.25,26814.75,134.92499999999927,2
1,2026-04-20 07:59:00+00:00,26985.25,26928.0,2026-04-20 14:59:00+00:00,close_exit,-32.25,-0.5633187772925764,2026-04-20 08:00:00+00:00,26850.75,26928.25,27031.0,147.03571428571377,1
1,2026-04-22 10:59:00+00:00,27142.25,27095.5,2026-04-22 14:20:00+00:00,target,126.25,2.700534759358289,2026-04-22 11:00:00+00:00,27084.5,27095.75,27180.5,88.5,2
1,2026-04-28 04:59:00+00:00,27733.5,27702.0,2026-04-28 05:11:00+00:00,stop,-32.25,-1.0238095238095237,2026-04-28 05:00:00+00:00,27614.0,27702.25,27828.5,140.95833333333212,1
1,2026-04-29 03:59:00+00:00,27600.0,27507.25,2026-04-29 06:59:00+00:00,close_exit,-18.75,-0.20215633423180593,2026-04-29 04:00:00+00:00,27322.25,27507.5,27610.0,123.08333333333212,1
1,2026-04-29 10:59:00+00:00,27579.75,27514.0,2026-04-29 12:34:00+00:00,stop,-66.5,-1.0114068441064639,2026-04-29 11:00:00+00:00,27507.5,27514.25,27634.25,121.92857142857247,2
1,2026-04-29 18:59:00+00:00,27612.0,27468.75,2026-04-29 20:13:00+00:00,stop,-144.0,-1.0052356020942408,2026-04-29 19:00:00+00:00,27440.25,27469.0,27631.75,181.91666666666788,1
1,2026-04-30 08:59:00+00:00,27676.0,27501.25,2026-04-30 13:59:00+00:00,close_exit,-113.5,-0.6494992846924177,2026-04-30 09:00:00+00:00,27405.0,27501.5,27939.0,501.8333333333321,1
1,2026-05-01 12:59:00+00:00,27893.0,27850.75,2026-05-04 04:21:00+00:00,target,372.0526315789466,8.805979445655542,2026-05-01 13:00:00+00:00,27479.0,27851.0,27989.75,275.8026315789466,1
1,2026-05-05 01:59:00+00:00,28131.25,28043.25,2026-05-05 11:59:00+00:00,close_exit,126.75,1.4403409090909092,2026-05-05 02:00:00+00:00,27930.25,28043.5,28134.25,166.25,1
1,2026-05-11 00:59:00+00:00,29612.25,29538.0,2026-05-11 02:59:00+00:00,close_exit,40.5,0.5454545454545454,2026-05-11 01:00:00+00:00,28858.0,29538.25,29699.25,190.57608695652016,1
1,2026-05-11 03:59:00+00:00,29640.0,29566.25,2026-05-11 08:59:00+00:00,close_exit,-27.75,-0.376271186440678,2026-05-11 04:00:00+00:00,29538.25,29566.5,29718.5,161.41666666666788,2
1,2026-05-11 23:59:00+00:00,29744.25,29636.5,2026-05-12 01:27:00+00:00,stop,-108.5,-1.0069605568445477,2026-05-12 00:00:00+00:00,29563.0,29636.75,29796.5,208.91666666666788,1
1,2026-05-13 15:59:00+00:00,29626.25,29391.0,2026-05-17 23:40:00+00:00,stop,-236.0,-1.0031880977683316,2026-05-13 16:00:00+00:00,29372.25,29391.25,29764.25,380.30769230769147,2
1,2026-05-18 13:59:00+00:00,29560.25,29365.75,2026-05-18 14:33:00+00:00,stop,-195.25,-1.0038560411311055,2026-05-18 14:00:00+00:00,29306.0,29366.0,29565.0,223.0,2
1,2026-05-19 07:59:00+00:00,29419.0,29200.75,2026-05-19 09:31:00+00:00,stop,-219.0,-1.0034364261168385,2026-05-19 08:00:00+00:00,29130.25,29201.0,29506.0,340.375,1
1,2026-05-20 02:59:00+00:00,29201.25,29111.75,2026-05-21 10:59:00+00:00,close_exit,360.75,4.0307262569832405,2026-05-20 03:00:00+00:00,28979.0,29112.0,29442.25,418.9166666666679,1
1,2026-05-22 03:59:00+00:00,29889.0,29809.25,2026-05-22 04:59:00+00:00,close_exit,18.25,0.22884012539184953,2026-05-22 04:00:00+00:00,29443.25,29809.5,29919.0,146.125,1
1,2026-05-22 16:59:00+00:00,29988.0,29806.0,2026-05-22 19:59:00+00:00,close_exit,-120.0,-0.6593406593406593,2026-05-22 17:00:00+00:00,29753.5,29806.25,30034.25,241.1875,1
1,2026-05-29 09:59:00+00:00,30648.0,30582.25,2026-05-29 13:40:00+00:00,target,110.875,1.6863117870722433,2026-05-29 10:00:00+00:00,30532.25,30582.5,30666.75,92.625,1
1,2026-05-29 16:59:00+00:00,30714.25,30585.5,2026-06-03 09:29:00+00:00,target,372.96428571428623,2.8968099861303784,2026-05-29 17:00:00+00:00,30582.5,30585.75,30836.5,251.21428571428623,2
1,2026-06-03 18:59:00+00:00,30968.0,30821.25,2026-06-03 20:43:00+00:00,stop,-147.5,-1.0051107325383304,2026-06-03 19:00:00+00:00,30811.5,30821.5,31055.5,240.66666666666788,1
1,2026-06-05 09:59:00+00:00,30514.75,30377.75,2026-06-05 12:34:00+00:00,stop,-137.75,-1.0054744525547445,2026-06-05 10:00:00+00:00,30368.25,30378.0,30565.0,195.125,1
1,2026-06-08 07:59:00+00:00,29572.5,29288.25,2026-06-08 15:09:00+00:00,target,468.25,1.6473175021987687,2026-06-08 08:00:00+00:00,29094.5,29288.5,29604.25,437.0,1
1,2026-06-08 16:59:00+00:00,29897.0,29647.0,2026-06-08 19:59:00+00:00,close_exit,-129.25,-0.517,2026-06-08 17:00:00+00:00,29288.5,29647.25,29920.25,312.8611111111095,2
1,2026-06-09 10:59:00+00:00,30001.5,29881.75,2026-06-09 13:49:00+00:00,target,160.4375,1.3397703549060542,2026-06-09 11:00:00+00:00,29618.5,29882.0,30005.75,156.6875,1
1,2026-06-10 07:59:00+00:00,29279.25,29168.75,2026-06-10 08:27:00+00:00,stop,-111.25,-1.006787330316742,2026-06-10 08:00:00+00:00,28543.25,29169.0,29511.75,759.9166666666679,1
1,2026-06-17 16:59:00+00:00,30409.0,30288.75,2026-06-17 18:02:00+00:00,stop,-121.0,-1.0062370062370063,2026-06-17 17:00:00+00:00,30273.25,30289.0,30584.25,300.8088235294126,1
1,2026-06-18 06:59:00+00:00,30420.5,30283.75,2026-06-18 08:59:00+00:00,close_exit,-25.25,-0.1846435100548446,2026-06-18 07:00:00+00:00,29922.0,30284.0,30439.0,290.75,1
1,2026-06-18 13:59:00+00:00,30467.25,30359.25,2026-06-18 15:11:00+00:00,target,203.6071428571413,1.8852513227513084,2026-06-18 14:00:00+00:00,30284.0,30359.5,30499.25,172.1071428571413,2
1,2026-06-24 05:59:00+00:00,29820.0,29614.5,2026-06-24 13:42:00+00:00,stop,-206.25,-1.0036496350364963,2026-06-24 06:00:00+00:00,29581.5,29614.75,29891.75,301.9375,2
1,2026-06-28 23:59:00+00:00,29619.5,29254.5,2026-06-30 13:35:00+00:00,target,611.7142857142862,1.675929549902154,2026-06-29 00:00:00+00:00,29182.0,29254.75,29717.25,514.4642857142862,2
